_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,BARCODE,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
679345,2580,PS-00354,322,Wilson Ave,Wilson Ave,North,Collinson Blvd,East,09602,6,,Corral,Existing,K1009602,0,309924.37100000004,4844119.701,-79.436383968,43.737015018,"{u'type': u'Point', u'coordinates': (-79.4363839651, 43.7370150239)}"
679346,2582,PS-00951,1496,Kipling Ave,Kipling Ave,West,Widdicombe Hill Blvd,North,10860,2,,Corral,Temporarily Removed,K0410860,0,300610.43,4837686.7069999995,-79.551960997,43.679115803,"{u'type': u'Point', u'coordinates': (-79.5519609935, 43.679115801)}"
679347,2586,PS-01427,,,Eglinton Ave E,East,Kingston Rd,North,12161,24,,Corral,Existing,K3612161,0,327980.787,4844938.834,-79.212190627,43.744043561999995,"{u'type': u'Point', u'coordinates': (-79.212190627, 43.7440435653)}"
679348,2587,PS-00868,460,Renforth Dr,Rathburn Rd,South,Renforth Dr,West,T1499,2,,Corral,Existing,K0301499,0,298355.82,4834585.093,-79.579886663,43.651181016,"{u'type': u'Point', u'coordinates': (-79.5798866602, 43.6511810214)}"
679349,2588,PS-00659,2875,Lake Shore Blvd W,Lake Shore Blvd W,South,Fifth St,West,10496,3,Lakeshore Village,Corral,Existing,K0610496,0,304529.049,4829017.893999999,-79.503356118,43.601096299,"{u'type': u'Point', u'coordinates': (-79.5033561146, 43.6010963027)}"
679350,2589,PS-01315,102,Wellesley St E,Wellesley St E,North,Jarvis St,West,12017,13,,Corral,Existing,K2712017,0,314588.54,4836265.91,-79.378623868,43.666274118000004,"{u'type': u'Point', u'coordinates': (-79.3786238665, 43.6662741157)}"
679351,2594,PS-00674,131,Sixth St,Lake Shore Blvd W,North,Sixth St,East,10549,3,Lakeshore Village,Corral,Existing,K0610549,0,304475.909,4829023.964,-79.504014328,43.601150919,"{u'type': u'Point', u'coordinates': (-79.504014333, 43.6011509202)}"
679352,2607,PS-01770,3091,McCowan Rd,McCowan Rd,East,Lawrence Ave E,South,14803,21,,Corral,Existing,K3814803,0,325314.575,4846186.393,-79.24524596399999,43.75535154399999,"{u'type': u'Point', u'coordinates': (-79.2452459696, 43.7553515485)}"
679353,2608,PS-01766,1257,Bay St,Yorkville Ave,South,Bay St,East,14798,11,Bloor-Yorkville,Corral,Existing,K2714798,0,313684.673,4836832.364,-79.38982231199999,43.67138429600001,"{u'type': u'Point', u'coordinates': (-79.3898223068, 43.6713842977)}"
679354,2609,PS-01821,,,Carlaw Ave,West,Gerrard St E,North,14836,14,,Corral,Existing,K3014836,0,317464.964,4836441.204,-79.342952727,43.667808552,"{u'type': u'Point', u'coordinates': (-79.3429527302, 43.6678085545)}"
679355,2610,PS-01416,1800,Don Mills Rd,Don Mills Rd,East,Sheppard Ave E,North,12089,17,,Corral,Existing,K3312089,0,317120.743,4848394.845,-79.346947433,43.775411643999995,"{u'type': u'Point', u'coordinates': (-79.3469474368, 43.7754116505)}"
679356,2611,PS-01390,4738,Steeles Ave W,Steeles Ave W,North,Islington Ave,West,12103,7,,Corral,Existing,K0112103,0,298650.833,4847138.815,-79.576372813,43.764182868999995,"{u'type': u'Point', u'coordinates': (-79.5763728091, 43.7641828685)}"
679357,2612,PS-01077,1430,King St W,Jameson Ave,West,King St W,North,11802,4,,Corral,Existing,K1411802,0,309950.033,4833056.094,-79.43617106800001,43.637428027,"{u'type': u'Point', u'coordinates': (-79.4361710735, 43.6374280285)}"
679358,2613,PS-00772,1435,King St W,King St W,South,Jameson Ave,West,10686,4,,Corral,Existing,K1410686,0,309942.336,4833012.154,-79.436266889,43.63703256,"{u'type': u'Point', u'coordinates': (-79.4362668872, 43.6370325612)}"
679359,2614,PS-00807,30,Steeles Ave W,Steeles Ave W,North,Yonge St,West,T8317,18,,Corral,Existing,K2308317,0,311204.907,4850906.449,-79.420405923,43.798093721,"{u'type': u'Point', u'coordinates': (-79.420405919, 43.7980937253)}"
679360,2615,PS-02183,314,Vaughan Rd,Vaughan Rd,South,Humewood Crt,West,15751,12,,Corral,Existing,C2115751,0,310549.661,4838757.973,-79.428678623,43.688748156,"{u'type': u'Point', u'coordinates': (-79.428678623, 43.6887481562)}"
679361,2616,PS-02143,50,Old Kingston Rd,Old Kingston Rd,North,West Hill Dr,East,15691,25,,Corral,Existing,C4415691,0,330380.868,4848465.612,-79.18222402399999,43.77570935,"{u'type': u'Point', u'coordinates': (-79.1822240224, 43.7757093504)}"
679362,2617,PS-01854,1249,Ellesmere Rd,Ellesmere Rd,South,Birkdale Rd,West,14860,21,,Corral,Existing,C3714860,0,323562.038,4847665.673,-79.266957453,43.768713143999996,"{u'type': u'Point', u'coordinates': (-79.2669574539, 43.7687131462)}"
679363,2619,PS-02011,2232,Queen St E,Queen St E,North,Beech Ave,West,15475,19,The Beach,Corral,Existing,K3215475,0,321913.92,4836991.487,-79.28776794,43.67267269600001,"{u'type': u'Point', u'coordinates': (-79.2877679446, 43.6726726959)}"
679364,2620,PS-02118,2775,Don Mills Rd,Don Mills Rd,East,Fairview Mall Dr,North,15665,17,,Corral,Existing,K1715665,0,316980.525,4848845.616,-79.34867903,43.779471415,"{u'type': u'Point', u'coordinates': (-79.3486790358, 43.7794714176)}"
679365,2622,PS-01490,,,Bayview Ave,West,Ruddington Dr,South,13685,18,,Corral,Existing,K2413685,0,313422.732,4849757.16,-79.392863426,43.787726321,"{u'type': u'Point', u'coordinates': (-79.3928634269, 43.7877263198)}"
679366,2623,PS-01539,1530,Markham Rd,Markham Rd,West,Milner Ave,North,13711,23,,Corral,Existing,K4213711,0,325930.473,4850033.098999999,-79.237446266,43.789958727,"{u'type': u'Point', u'coordinates': (-79.2374462718, 43.7899587286)}"
679367,2624,PS-01575,481,Kipling Ave,Kipling Ave,East,Torlake Cres,South,13775,3,,Corral,Existing,K0613775,0,302999.896,4830160.697,-79.52230065100001,43.611381033,"{u'type': u'Point', u'coordinates': (-79.522300655, 43.6113810394)}"
679368,2625,PS-02255,3926,Keele St,Finch Ave W,South,Keele St,West,15934,7,,Corral,Temporarily Removed,K0815934,0,305472.744,4847028.578,-79.491644637,43.763215818,"{u'type': u'Point', u'coordinates': (-79.491644637, 43.763215816)}"
679369,2626,PS-01144,2488,Dufferin St,Dufferin St,West,Castlefield Ave,North,11835,8,,Corral,Existing,K1511835,0,308665.688,4840154.749,-79.45203823899999,43.701333128,"{u'type': u'Point', u'coordinates': (-79.4520382407, 43.7013331308)}"
679370,2629,PS-00360,9,King St E,King St E,South,Victoria St,West,09606,13,St. Lawrence Market Neighbourhood,Corral,Existing,K2809606,0,314712.228,4834376.063,-79.37712486,43.649261339,"{u'type': u'Point', u'coordinates': (-79.3771248548, 43.6492613425)}"
679371,2630,PS-02129,795,Wilson Ave,Wilson Ave,South,Winston Park Blvd,West,15676,6,Wilson Village,Corral,Existing,C0915676,0,308015.406,4843549.178,-79.460086046,43.731890351000004,"{u'type': u'Point', u'coordinates': (-79.4600860401, 43.7318903504)}"
679372,2631,PS-01938,662,King St W,King St W,North,Bathurst St,East,15039,10,,Corral,Existing,C2015039,0,312698.32,4833800.627,-79.402098277,43.64410575,"{u'type': u'Point', u'coordinates': (-79.4020982741, 43.6441057477)}"
679373,2632,PS-01906,5760,Leslie St,Leslie St,West,Old Cummer Ave,North,14953,17,,Corral,Existing,C2414953,0,315330.407,4850470.925,-79.3691468,43.794126322,"{u'type': u'Point', u'coordinates': (-79.3691467971, 43.7941263248)}"
679374,2634,PS-00190,944,College St,College St,North,Dovercourt Rd,West,08005,9,College Promenade,Corral,Existing,K1808005,0,310708.06,4834853.487,-79.42675652,43.653601381,"{u'type': u'Point', u'coordinates': (-79.4267565248, 43.6536013812)}"
679375,2635,PS-01124,385,The West Mall,The West Mall,East,Civic Centre Crt,South,11809,2,,Corral,Existing,K0311809,0,299503.85,4833552.966,-79.565644749,43.64189953,"{u'type': u'Point', u'coordinates': (-79.5656447521, 43.6418995329)}"
679376,2636,PS-01278,155,Culford Rd,Lawrence Ave W,South,Culford Rd,East,11967,5,,Corral,Existing,K1211967,0,305834.905,4840712.541,-79.487158815,43.70636331,"{u'type': u'Point', u'coordinates': (-79.4871588149, 43.7063633118)}"
679377,2637,PS-00445,1350,York Mills Rd,York Mills Rd,North,Victoria Park Ave,West,10069,16,,Corral,Existing,K3410069,0,319330.981,4846980.235,-79.319529504,43.762638501000005,"{u'type': u'Point', u'coordinates': (-79.3195295034, 43.7626384987)}"
679378,2638,PS-00386,500,Sheppard Ave E,Bayview Ave,West,Sheppard Ave E,North,09643,18,,Corral,Existing,K2309643,0,313791.775,4847450.718,-79.388316764,43.766961314,"{u'type': u'Point', u'coordinates': (-79.3883167605, 43.7669613143)}"
679379,2639,PS-01157,1265,Morningside Ave,Sheppard Ave E,North,Morningside Ave,East,11857,25,,Corral,Temporarily Removed,K4211857,0,329000.017,4851408.193,-79.19924450100001,43.802241975,"{u'type': u'Point', u'coordinates': (-79.1992444972, 43.8022419797)}"
679380,2640,PS-01644,1906,Weston Rd,Weston Rd,North,Lawrence Ave W,West,13925,5,Weston Village,Corral,Temporarily Removed,K1113925,0,303453.651,4840016.496,-79.516703862,43.700097513,"{u'type': u'Point', u'coordinates': (-79.5167038677, 43.7000975182)}"
679381,2641,PS-01683,1,Front St W,Front St W,South,Yonge St,West,14344,10,Financial District,Corral,Existing,K2814344,0,314715.00800000003,4834078.991,-79.377095846,43.64658725899999,"{u'type': u'Point', u'coordinates': (-79.3770958456, 43.646587258)}"
679382,2642,PS-01029,1881,Queen St E,Queen St E,South,Woodbine Ave,East,11746,19,The Beach,Corral,Existing,K3211746,0,320479.137,4836551.036,-79.305573582,43.668739726000005,"{u'type': u'Point', u'coordinates': (-79.3055735772, 43.6687397241)}"
679383,2644,PS-00980,2020,Bathurst St,Bathurst St,West,Eglinton Ave W,South,11689,12,Upper Village,Corral,Temporarily Removed,K2111689,0,310798.647,4840096.651000001,-79.425575185,43.700796002,"{u'type': u'Point', u'coordinates': (-79.4255751905, 43.7007960076)}"
679384,2645,PS-01397,222,Ossington Ave,Ossington Ave,West,Dundas St W,South,12116,10,Little Portugal,Corral,Existing,K1912116,0,311187.79,4834361.527,-79.42081503,43.649169111999996,"{u'type': u'Point', u'coordinates': (-79.4208150337, 43.6491691113)}"
679385,2646,PS-00274,200,University Ave,University Ave,West,King St W,North,08103,10,Financial District,Corral,Existing,K2008103,0,314073.316,4834214.552,-79.385047769,43.647815763000004,"{u'type': u'Point', u'coordinates': (-79.3850477684, 43.6478157649)}"
679386,2647,PS-00740,1749,Jane St,Jane St,East,Marshlynn Ave,North,10665,5,,Corral,Existing,K1210665,0,304461.257,4840554.873,-79.504203057,43.704944741000006,"{u'type': u'Point', u'coordinates': (-79.5042030515, 43.704944743)}"
679387,2648,PS-00440,1682,Victoria Park Ave,Victoria Park Ave,West,Draycott Dr,South,10058,16,,Corral,Temporarily Removed,K3410058,0,320433.668,4843607.626,-79.305932635,43.732258671000004,"{u'type': u'Point', u'coordinates': (-79.305932635, 43.7322586741)}"
679388,2651,PS-02236,190,Jameson Ave,Jameson Ave,West,Laxton Ave,South,15786,4,,Corral,Existing,K1415786,0,309886.245,4833283.2,-79.436959522,43.639472727,"{u'type': u'Point', u'coordinates': (-79.436959517, 43.6394727334)}"
679389,2653,PS-00546,5,Parkway Forest Dr,Don Mills Rd,East,Parkway Forest Dr,South,10363,17,,Corral,Existing,K3310363,0,317167.761,4847703.877,-79.346379287,43.769191365,"{u'type': u'Point', u'coordinates': (-79.3463792857, 43.7691913698)}"
679390,2655,PS-00364,2266,Queen St E,Queen St E,North,Silver Birch Ave,West,09611,19,The Beach,Corral,Existing,K3209611,0,322073.269,4837037.263,-79.28579037899999,43.67308105,"{u'type': u'Point', u'coordinates': (-79.2857903839, 43.6730810518)}"
679391,2657,PS-01782,,,Bathurst St,East,Steeles Ave W,South,14740,18,,Corral,Existing,K1014740,0,309191.959,4850231.7,-79.445426427,43.792034904,"{u'type': u'Point', u'coordinates': (-79.4454264323, 43.7920349062)}"
679392,2660,PS-00507,151,Yonge St,Richmond St E,East,Yonge St,South,10286,13,Financial District,Corral,Existing,K2810286,0,314584.248,4834645.239,-79.37870646,43.65168598100001,"{u'type': u'Point', u'coordinates': (-79.3787064564, 43.6516859817)}"
679393,2663,PS-00289,665,Lawrence Ave W,Lawrence Ave W,North,Lawrence Allen X S Ramp,West,09557,8,,Corral,Existing,K1509557,0,309291.495,4841813.488,-79.444259989,43.716260355,"{u'type': u'Point', u'coordinates': (-79.4442599948, 43.7162603581)}"
679394,2664,PS-00074,140,College St,Queen's Park,West,College St,North,02062,11,,Corral,Existing,K2002062,0,313611.087,4835565.114,-79.39075552199999,43.659978251999995,"{u'type': u'Point', u'coordinates': (-79.390755524, 43.6599782499)}"
679395,2665,PS-01425,744,Kennedy Rd,Kennedy Rd,West,Eglinton Ave E,South,12159,20,,Corral,Temporarily Removed,K3512159,0,323487.608,4843570.627,-79.26802435100001,43.731854988,"{u'type': u'Point', u'coordinates': (-79.2680243468, 43.7318549885)}"
679396,2669,PS-00784,123,Front St W,Front St W,South,University Ave,West,10714,10,Toronto Entertainment District,Corral,Existing,K2010714,0,314183.17600000004,4833897.275,-79.38369146,43.644958465,"{u'type': u'Point', u'coordinates': (-79.3836914547, 43.6449584664)}"
679397,2670,PS-01732,601,College St,College St,South,Clinton St,West,13231,11,Little Italy,Corral,Temporarily Removed,K1913231,0,311727.572,4835020.711,-79.41411528,43.655097827,"{u'type': u'Point', u'coordinates': (-79.4141152858, 43.6550978253)}"
679398,2672,PS-01871,,,Keele St,East,Sheppard Ave E,North,14867,6,,Corral,Existing,C0814867,0,305904.86100000003,4845018.931,-79.486281955,43.745126065,"{u'type': u'Point', u'coordinates': (-79.4862819523, 43.7451260691)}"
679399,2673,PS-01481,63,Danforth Rd,Warden Ave,West,Danforth Ave,South,13627,20,,Corral,Temporarily Removed,K3513627,0,322954.636,4839664.928,-79.27477197,43.69671228,"{u'type': u'Point', u'coordinates': (-79.2747719643, 43.6967122831)}"
679400,2676,PS-00851,194,Wellesley St E,Wellesley St E,North,Sherbourne St,East,10771,13,,Corral,Existing,K2810771,0,314931.722,4836372.015,-79.374366495,43.667224598999994,"{u'type': u'Point', u'coordinates': (-79.3743664895, 43.6672246025)}"
679401,2677,PS-00925,1094,Gerrard St E,Gerrard St E,North,Jones Ave,East,10828,14,,Corral,Existing,K3010828,0,318092.187,4836621.02,-79.335170686,43.66941618,"{u'type': u'Point', u'coordinates': (-79.3351706818, 43.6694161815)}"
679402,2678,PS-01722,881,King St W,King St W,South,Stafford St,West,14548,10,,Corral,Existing,K1914548,0,311990.106,4833586.8610000005,-79.4108796,43.642188738,"{u'type': u'Point', u'coordinates': (-79.4108796039, 43.6421887435)}"
679403,2683,PS-01165,4881,Yonge St,Greenfield Ave,South,Yonge St,East,11846,18,,Corral,Temporarily Removed,K2311846,0,311964.05,4847045.05,-79.411023578,43.763329755,"{u'type': u'Point', u'coordinates': (-79.4110235833, 43.7633297561)}"
679404,2685,PS-00512,26,St Clair Ave E,Alvin Ave,West,St Clair Ave E,North,10227,12,Yonge & St. Clair,Corral,Existing,K2210227,0,313442.251,4838740.267,-79.392797973,43.688560763000005,"{u'type': u'Point', u'coordinates': (-79.3927979731, 43.6885607606)}"
679405,2686,PS-00671,1440,Royal York Rd,Royal York Rd,West,Summitcrest Dr,North,10547,2,,Corral,Temporarily Removed,K0410547,0,302509.734,4838459.858,-79.52840823,43.686083453,"{u'type': u'Point', u'coordinates': (-79.5284082306, 43.6860834528)}"
679406,2689,PS-00032,3090,Bathurst St,Lawrence Ave W,North,Bathurst St,West,07209,8,,Corral,Existing,K1507209,0,310413.909,4842150.841,-79.430327189,43.719289316,"{u'type': u'Point', u'coordinates': (-79.4303271898, 43.7192893149)}"
679407,2690,PS-00527,200,McNicoll Ave,Don Mills Rd,West,Mcnicoll Ave,North,10322,17,,Corral,Existing,K2410322,0,316528.726,4851106.931,-79.354242346,43.799833058000004,"{u'type': u'Point', u'coordinates': (-79.3542423462, 43.7998330603)}"
679408,2691,PS-00634,301,Ellesmere Rd,Ellesmere Rd,South,Warden Ave,West,10522,21,,Corral,Existing,K3710522,0,320805.825,4846795.181,-79.30121799,43.760942413,"{u'type': u'Point', u'coordinates': (-79.301217995, 43.7609424136)}"
679409,2693,PS-00435,500,Consumers Rd,Victoria Park Ave,West,Consumers Rd,North,10054,17,,Corral,Existing,K3310054,0,319139.583,4848055.89,-79.32187786600001,43.772324338000004,"{u'type': u'Point', u'coordinates': (-79.3218778699, 43.7723243406)}"
679410,2694,PS-01007,801,Mount Pleasant Rd,Eglinton Ave W,North,Mount Pleasant Rd,East,11634,15,Mount Pleasant Village,Corral,Temporarily Removed,K2211634,0,313686.005,4840966.286,-79.389737638,43.70859487600001,"{u'type': u'Point', u'coordinates': (-79.3897376424, 43.7085948795)}"
679411,2697,PS-00826,1499,Pharmacy Ave,Ellesmere Rd,North,Pharmacy Ave,East,10746,21,,Corral,Existing,K4010746,0,320110.252,4846603.799,-79.30986196399999,43.759234452,"{u'type': u'Point', u'coordinates': (-79.3098619696, 43.7592344552)}"
679412,2698,PS-00628,,,Parkwoods Village Dr,North,Victoria Park Ave,West,10423,16,,Corral,Existing,K3410423,0,319645.868,4846462.948,-79.31563302100001,43.757976082,"{u'type': u'Point', u'coordinates': (-79.3156330179, 43.7579760836)}"
679413,2699,PS-00470,5460,Yonge St,Yonge St,West,Kempford Blvd,North,10118,18,,Corral,Existing,K2310118,0,311636.33,4848585.84,-79.415074195,43.777201753,"{u'type': u'Point', u'coordinates': (-79.4150741898, 43.7772017524)}"
679414,2707,PS-00764,3011,Sheppard Ave E,Sheppard Ave E,South,Pharmacy Ave,West,10678,22,,Corral,Existing,K4010678,0,319444.978,4848500.446,-79.31807223,43.776319867,"{u'type': u'Point', u'coordinates': (-79.3180722302, 43.7763198675)}"
679415,2708,PS-01374,1286,College St,Lansdowne Ave,East,College St,North,12084,9,College West,Corral,Existing,K1812084,0,309633.192,4834599.944,-79.440084152,43.651326908,"{u'type': u'Point', u'coordinates': (-79.4400841528, 43.6513269123)}"
679416,2709,PS-01223,,Danforth Ave,Danforth Ave,South,Midland Ave,East,11903,20,,Corral,Existing,K3511903,0,324636.735,4842807.631,-79.25378809600001,43.7249573,"{u'type': u'Point', u'coordinates': (-79.2537881011, 43.7249573036)}"
679417,2712,PS-01461,1995,Dundas St W,Dundas St W,South,Sorauren Ave,West,13617,4,,Corral,Existing,K1413617,0,309156.716,4834593.626,-79.44599095,43.651272985,"{u'type': u'Point', u'coordinates': (-79.4459909523, 43.651272985)}"
679418,2714,PS-01887,,,Lawrence Ave E,South,Galloway Rd,West,14880,24,,Corral,Existing,C4314880,0,329220.033,4847377.127,-79.196693697,43.765951028,"{u'type': u'Point', u'coordinates': (-79.1966937007, 43.7659510319)}"
679419,2715,PS-01861,77,Carlton St,Carlton St,South,Mutual St,West,14890,13,,Corral,Existing,C2714890,0,314641.455,4835799.219,-79.377976237,43.662072581000004,"{u'type': u'Point', u'coordinates': (-79.3779762406, 43.6620725825)}"
679420,2716,PS-01895,,,King St E,North,Princess St,West,14942,13,St. Lawrence Market Neighbourhood,Corral,Existing,C2814942,0,315511.905,4834633.679,-79.367206715,43.65156914,"{u'type': u'Point', u'coordinates': (-79.3672067196, 43.6515691458)}"
679421,2717,PS-02168,1857,Gerrard St E,Gerrard St E,South,Normandy Blvd,East,15714,19,,Corral,Existing,C3215714,0,319858.233,4837720.079,-79.313240317,43.679275437,"{u'type': u'Point', u'coordinates': (-79.3132403182, 43.6792754389)}"
679422,2719,PS-01474,620,Church St,Church St,West,Charles St E,South,13740,13,,Corral,Temporarily Removed,K2713740,0,314272.917,4836595.302,-79.382531748,43.669243166,"{u'type': u'Point', u'coordinates': (-79.3825317447, 43.6692431653)}"
679423,2720,PS-01525,2669,Jane St,Jane St,East,Sheppard Ave W,South,13660,6,,Corral,Existing,K0913660,0,303760.291,4844358.164,-79.512907837,43.739178451,"{u'type': u'Point', u'coordinates': (-79.5129078371, 43.7391784569)}"
679424,2723,PS-00353,590,Sheppard Ave W,Sheppard Ave W,North,Bathurst St,West,09601,6,,Corral,Existing,K1009601,0,309715.031,4846177.373,-79.438963981,43.755537966999995,"{u'type': u'Point', u'coordinates': (-79.4389639795, 43.7555379674)}"
679425,2725,PS-02276,3268,Finch Ave E,Finch Ave E,North,Bridletowne Crcl,East,16023,22,,Corral,Existing,K2216023,0,319364.915,4850699.057,-79.319007106,43.796111363,"{u'type': u'Point', u'coordinates': (-79.3190071095, 43.7961113673)}"
679426,2726,PS-01944,90,Eastdale Ave,Eastdale Ave,West,Goodwood Park Cres,North,15006,19,,Corral,Existing,C3115006,0,320852.275,4839442.683999999,-79.300860492,43.69476023,"{u'type': u'Point', u'coordinates': (-79.3008604973, 43.6947602282)}"
679427,2727,PS-01844,1612,Danforth Ave,Danforth Ave,North,Coxwell Ave,East,14808,19,Danforth Mosaic,Corral,Temporarily Removed,K3114808,0,319090.12899999996,4838204.63,-79.322753834,43.683652179,"{u'type': u'Point', u'coordinates': (-79.3227538394, 43.68365218)}"
679428,2729,PS-01110,1450,Kingston Rd,Kingston Rd,North,Warden Ave,East,11896,20,,Corral,Existing,K3511896,0,323295.628,4838711.791999999,-79.270574334,43.688124474,"{u'type': u'Point', u'coordinates': (-79.2705743281, 43.6881244802)}"
679429,2730,PS-01338,3731,Lawrence Ave E,Lawrence Ave E,South,Scarborough Golf Club Rd,West,12030,24,,Corral,Existing,K4312030,0,327642.151,4846888.211,-79.216312157,43.76160058399999,"{u'type': u'Point', u'coordinates': (-79.2163121597, 43.7616005904)}"
679430,2731,PS-00430,,,Finch Ave E,South,Cherokee Blvd,West,10050,17,,Corral,Existing,K3310050,0,317896.744,4850404.676,-79.337258656,43.793489051,"{u'type': u'Point', u'coordinates': (-79.3372586498, 43.7934890512)}"
679431,2732,PS-01596,,,Martin Grove Rd,West,Porterfield Rd,North,13796,1,,Corral,Existing,K0213796,0,297930.30600000004,4842496.381,-79.58526244,43.722389041999996,"{u'type': u'Point', u'coordinates': (-79.5852624366, 43.722389041)}"
679432,2734,PS-01677,701,Bloor St W,Bloor St W,South,Clinton St,West,14337,11,Korea Town,Corral,Existing,K1914337,0,311448.463,4835973.338,-79.41756381,43.663675292,"{u'type': u'Point', u'coordinates': (-79.4175638107, 43.66367529)}"
679433,2735,PS-00335,834,College St,College St,North,Ossington Ave,West,09590,9,College Promenade,Corral,Existing,K1909590,0,311017.924,4834945.181,-79.422914026,43.654424225,"{u'type': u'Point', u'coordinates': (-79.4229140226, 43.654424225)}"
679434,2736,PS-00655,2850,Lake Shore Blvd W,Lake Shore Blvd W,North,Fourth St,West,10494,3,Lakeshore Village,Corral,Existing,K0610494,0,304625.276,4829068.409,-79.502164224,43.601551036000004,"{u'type': u'Point', u'coordinates': (-79.5021642223, 43.6015510392)}"
679435,2737,PS-00968,1560,Bayview Ave,Bayview Ave,West,Belsize Dr,North,10843,15,Bayview Leaside,Corral,Existing,K2210843,0,314870.622,4840590.165,-79.375045337,43.705194198,"{u'type': u'Point', u'coordinates': (-79.3750453391, 43.7051941956)}"
679436,2738,PS-01413,1122,Queen St W,Queen St W,North,Lisgar St,East,12078,9,West Queen West,Corral,Existing,K1812078,0,310978.347,4833713.186000001,-79.423418759,43.64333493,"{u'type': u'Point', u'coordinates': (-79.4234187642, 43.6433349296)}"
679437,2739,PS-01006,700,Mount Pleasant Rd,Mount Pleasant Rd,West,Soudan Ave,North,11633,12,Mount Pleasant Village,Corral,Existing,K2211633,0,313705.354,4840721.635,-79.389501592,43.706392483,"{u'type': u'Point', u'coordinates': (-79.3895015954, 43.7063924818)}"
679438,2740,PS-00718,4301,Kingston Rd,Kingston Rd,South,Galloway Rd,East,10562,24,,Corral,Existing,K4310562,0,329483.489,4847065.933,-79.193435825,43.763141227,"{u'type': u'Point', u'coordinates': (-79.1934358255, 43.7631412284)}"
679439,2742,PS-00731,2570,Lawrence Ave E,Lawrence Ave E,North,Midland Ave,West,10700,21,,Corral,Existing,K3710700,0,323687.44,4845763.973,-79.265466723,43.751592545,"{u'type': u'Point', u'coordinates': (-79.2654667275, 43.7515925447)}"
679440,2743,PS-01756,165,University Ave,University Ave,East,Adelaide St W,South,14777,10,Financial District,Corral,Existing,K2814777,0,314054.141,4834316.3,-79.385283716,43.648731868999995,"{u'type': u'Point', u'coordinates': (-79.3852837187, 43.6487318727)}"
679441,2744,PS-01555,2654,Eglinton Ave W,Eglinton Ave W,North,Trethewey Dr,East,13720,5,Eglinton Hill,Corral,Temporarily Removed,K1213720,0,306853.972,4838935.62,-79.474520923,43.690366622,"{u'type': u'Point', u'coordinates': (-79.4745209236, 43.6903666204)}"
679442,2745,PS-01041,230,King St E,Sherbourne St,East,King St E,North,11661,13,St. Lawrence Market Neighbourhood,Corral,Existing,K2811661,0,315423.345,4834638.841,-79.368304475,43.651616876000006,"{u'type': u'Point', u'coordinates': (-79.3683044753, 43.6516168808)}"
679443,2748,PS-00630,4005,Don Mills Rd,Steeles Ave E,South,Don Mills Rd,East,10425,17,,Corral,Existing,K2410425,0,316029.628,4852330.1280000005,-79.360419187,43.810850906000006,"{u'type': u'Point', u'coordinates': (-79.3604191876, 43.8108509079)}"
679444,2750,PS-01195,44,Thorncliffe Park Dr,Thorncliffe Park Dr,North,Grandstand Pl,East,11822,15,,Corral,Existing,K2611822,0,317465.755,4840277.926,-79.34285278899999,43.702343915,"{u'type': u'Point', u'coordinates': (-79.3428527945, 43.7023439215)}"
679445,2752,PS-00054,949,Dovercourt Rd,Dovercourt Rd,East,Bloor St W,South,06376,9,Bloorcourt Village,Corral,Existing,K1906376,0,310510.064,4835674.455,-79.429202442,43.660992741,"{u'type': u'Point', u'coordinates': (-79.4292024396, 43.6609927426)}"
679446,2753,PS-00532,2,The Donway E,Don Mills Rd,East,The Donway E,North,10326,16,,Corral,Existing,K3410326,0,317525.31,4843647.613,-79.342034227,43.732674201,"{u'type': u'Point', u'coordinates': (-79.342034222, 43.7326742004)}"
679447,2754,PS-00694,3100,St Clair Ave E,Victoria Park Ave,East,St Clair Ave E,North,10579,20,,Corral,Existing,K3510579,0,321245.575,4841036.551,-79.295932712,43.70909837600001,"{u'type': u'Point', u'coordinates': (-79.295932714, 43.7090983757)}"
679448,2758,PS-00451,26,Wellington St E,Wellington St E,North,Scott St,East,10074,13,St. Lawrence Market Neighbourhood,Corral,Temporarily Removed,K2810074,0,314811.32399999996,4834262.563999999,-79.375898541,43.648238366,"{u'type': u'Point', u'coordinates': (-79.3758985355, 43.6482383721)}"
679449,2759,PS-00551,2255,Sheppard Ave E,Sheppard Ave E,South,Settlers Rd,West,10367,17,,Corral,Existing,K3310367,0,318724.869,4848300.837,-79.327022951,43.774537052,"{u'type': u'Point', u'coordinates': (-79.3270229482, 43.7745370514)}"
679450,2760,PS-00573,73,Richmond St W,Richmond St W,South,Sheppard St,East,10440,10,Financial District,Corral,Existing,K2810440,0,314285.651,4834553.274,-79.38240972199999,43.650862042,"{u'type': u'Point', u'coordinates': (-79.3824097164, 43.6508620411)}"
679451,2762,PS-00302,,,Mccowan Rd,West,Finch Ave E,North,09565,23,,Corral,Existing,K4109565,0,323559.495,4852065.02,-79.266835152,43.808312027,"{u'type': u'Point', u'coordinates': (-79.2668351581, 43.8083120334)}"
