_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,BARCODE,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
678084,432,PS-00051,945,College St,College St,South,Dovercourt Rd,West,05218,9,College Promenade,Corral,Existing,K1805218,0,310712.501,4834839.902,-79.426701616,43.653479057,"{u'type': u'Point', u'coordinates': (-79.4267016176, 43.6534790626)}"
678085,433,PS-00232,4435,Kingston Rd,Lawrence Ave E,North,Kingston Rd,East,T5282,24,,Corral,Existing,K4305282,0,329859.312,4847604.706,-79.18874309899999,43.767978128,"{u'type': u'Point', u'coordinates': (-79.1887430995, 43.7679781343)}"
678086,434,PS-00191,258,College St,College St,North,Spadina Ave,East,08008,11,,Corral,Existing,K2008008,0,312902.215,4835354.547,-79.399547638,43.658090926999996,"{u'type': u'Point', u'coordinates': (-79.3995476367, 43.6580909274)}"
678087,435,PS-00192,258,College St,College St,North,Spadina Ave,East,08008,11,,Corral,Existing,K2008008,0,312904.729,4835355.254,-79.399516455,43.658097263,"{u'type': u'Point', u'coordinates': (-79.3995164572, 43.6580972639)}"
678088,437,PS-00196,1493,Yonge St,Yonge St,East,St Clair Ave E,North,08006,12,Yonge & St. Clair,Corral,Temporarily Removed,K2208006,0,313321.952,4838763.26,-79.394289844,43.688769116,"{u'type': u'Point', u'coordinates': (-79.3942898452, 43.6887691169)}"
678089,440,PS-00207,,,Grenview Blvd N,West,Bloor St W,North,08370,3,,Corral,Existing,K0508370,0,304148.412,4834308.185,-79.508077225,43.648716098,"{u'type': u'Point', u'coordinates': (-79.5080772203, 43.6487161004)}"
678090,441,PS-00209,2672,Bloor St W,Old Mill Trl,East,Bloor St W,North,08371,3,,Corral,Existing,K0508371,0,305177.901,4834476.089,-79.495315342,43.650227656000006,"{u'type': u'Point', u'coordinates': (-79.4953153432, 43.6502276546)}"
678091,443,PS-00219,538,Lansdowne Ave,Lansdowne Ave,West,Wade Ave,South,08374,9,,Corral,Existing,K1808374,0,309396.664,4835450.057,-79.443009096,43.658980577,"{u'type': u'Point', u'coordinates': (-79.4430090923, 43.6589805756)}"
678092,447,PS-00229,701,Warden Ave,Warden Ave,East,St Clair Ave E,South,08383,20,,Corral,Existing,K3508383,0,322488.856,4841288.192,-79.280497122,43.711334858,"{u'type': u'Point', u'coordinates': (-79.2804971241, 43.7113348635)}"
678093,465,PS-00751,2146,Danforth Ave,Cedarvale Ave,West,Danforth Ave,North,10663,19,Danforth Mosaic,Corral,Existing,K3110663,0,320029.62,4838496.488,-79.31109278,43.686260603,"{u'type': u'Point', u'coordinates': (-79.3110927752, 43.6862606065)}"
678094,466,PS-00755,2515,Bathurst St,Roselawn Ave,North,Bathurst St,East,10671,8,,Corral,Existing,K1610671,0,310775.092,4840605.182,-79.4258618,43.705373621999996,"{u'type': u'Point', u'coordinates': (-79.4258617949, 43.7053736226)}"
678095,467,PS-00757,1090,Don Mills Rd,Lawrence Ave E,South,Don Mills Rd,West,10673,16,,Corral,Existing,K2510673,0,317382.13899999997,4844123.964,-79.34380032199999,43.736964366,"{u'type': u'Point', u'coordinates': (-79.3438003258, 43.7369643707)}"
678096,468,PS-00761,801,York Mills Rd,York Mills Rd,South,Leslie St,East,10675,16,,Corral,Temporarily Removed,K2510675,0,316179.229,4845914.329,-79.358695778,43.753099206,"{u'type': u'Point', u'coordinates': (-79.3586957796, 43.7530992078)}"
678097,470,PS-00769,1408,Queen St W,Queen St W,North,O'Hara Ave,West,10684,4,Parkdale Village,Corral,Existing,K1410684,0,310083.81899999996,4833463.1,-79.434508963,43.64109070399999,"{u'type': u'Point', u'coordinates': (-79.4345089668, 43.6410907035)}"
678098,471,PS-00771,1435,King St W,King St W,South,Jameson Ave,West,10686,4,,Corral,Existing,K1410686,0,309944.521,4833012.682,-79.43623979600001,43.637037299999996,"{u'type': u'Point', u'coordinates': (-79.4362398017, 43.6370372988)}"
678099,472,PS-00776,1890,Jane St,Jane St,West,Church St,North,10199,5,,Corral,Existing,K1110199,0,304340.628,4841061.469,-79.505700222,43.709504681999995,"{u'type': u'Point', u'coordinates': (-79.5057002227, 43.7095046862)}"
678100,474,PS-00783,170,University Ave,University Ave,West,Adelaide St W,South,10713,10,Financial District,Corral,Existing,K2810713,0,314031.885,4834311.091,-79.3855597,43.648685256,"{u'type': u'Point', u'coordinates': (-79.3855596972, 43.6486852612)}"
678101,476,PS-00791,10,Lower Spadina Ave,Lower Spadina Ave,West,Queens Quay W,North,10723,10,The Waterfront,Corral,Existing,K2010723,0,313502.906,4833109.623,-79.392136362,43.63787679,"{u'type': u'Point', u'coordinates': (-79.3921363666, 43.6378767957)}"
678102,477,PS-00794,250,Front St W,Front St W,North,John St,East,10724,10,Toronto Entertainment District,Corral,Existing,K2010724,0,313864.57300000003,4833821.844,-79.387641938,43.644283429,"{u'type': u'Point', u'coordinates': (-79.3876419352, 43.6442834351)}"
678103,478,PS-00796,574,University Ave,University Ave,West,Elm St,North,10725,11,,Corral,Temporarily Removed,K2010725,0,313702.94399999996,4835266.995,-79.389621545,43.657293681999995,"{u'type': u'Point', u'coordinates': (-79.3896215506, 43.6572936879)}"
678104,481,PS-00804,110,Adelaide St W,Adelaide St W,South,Yonge St,West,10730,13,Financial District,Corral,Temporarily Removed,K2810730,0,314585.772,4834491.062,-79.378690362,43.650298161,"{u'type': u'Point', u'coordinates': (-79.378690357, 43.650298162)}"
678105,482,PS-00810,59,College St,College St,South,Bay St,West,10733,11,,Corral,Existing,K2710733,0,313988.799,4835645.598999999,-79.38607109,43.660698145,"{u'type': u'Point', u'coordinates': (-79.3860710916, 43.6606981504)}"
678106,484,PS-00816,700,Yonge St,St Mary St,South,Yonge St,West,10738,13,,Corral,Existing,K2710738,0,313995.979,4836445.096,-79.385968444,43.667894587,"{u'type': u'Point', u'coordinates': (-79.3859684481, 43.6678945912)}"
678107,485,PS-00823,1080,Eastern Ave,Coxwell Ave,East,Eastern Ave,North,10744,19,,Corral,Existing,K3210744,0,319619.081,4836233.663,-79.316247211,43.665900602,"{u'type': u'Point', u'coordinates': (-79.3162472118, 43.6659006001)}"
678108,487,PS-00479,2281,Kipling Ave,Kipling Ave,East,Brookmere Rd,North,10194,1,,Corral,Existing,K0210194,0,298796.48,4843163.274,-79.574519471,43.728399409,"{u'type': u'Point', u'coordinates': (-79.5745194657, 43.7283994152)}"
678109,488,PS-00673,1226,Islington Ave,Bloor St W,North,Islington Ave,West,10548,3,,Corral,Existing,K0510548,0,302853.314,4833861.99,-79.524129913,43.644697474,"{u'type': u'Point', u'coordinates': (-79.5241299155, 43.6446974741)}"
678110,489,PS-00258,5714,Yonge St,Yonge St,West,Hendon Ave,North,09296,18,,Corral,Existing,K2309296,0,311536.248,4849137.216,-79.41631055399999,43.782165686999996,"{u'type': u'Point', u'coordinates': (-79.4163105569, 43.782165686)}"
678111,490,PS-00469,5460,Yonge St,Yonge St,West,Kempford Blvd,North,10118,18,,Corral,Existing,K2310118,0,311636.00399999996,4848587.788,-79.41507822,43.777219287,"{u'type': u'Point', u'coordinates': (-79.4150782148, 43.7772192896)}"
678112,492,PS-00381,734,Sheppard Ave E,Sheppard Ave E,North,Burbank Dr,East,09633,17,,Corral,Existing,K2409633,0,314811.011,4847739.0819999995,-79.375651887,43.769543848000005,"{u'type': u'Point', u'coordinates': (-79.3756518888, 43.7695438518)}"
678113,493,PS-00257,5714,Yonge St,Yonge St,West,Hendon Ave,North,09296,18,,Corral,Existing,K2309296,0,311535.812,4849139.853,-79.416315938,43.782189421000005,"{u'type': u'Point', u'coordinates': (-79.4163159405, 43.782189426)}"
678114,494,PS-00185,2020,Midland Ave,Midland Ave,West,Ellesmere Rd,North,06057,21,,Corral,Existing,K3706057,0,323148.409,4847839.271000001,-79.27208915,43.770286081,"{u'type': u'Point', u'coordinates': (-79.2720891498, 43.7702860794)}"
678115,495,PS-00345,1995,Weston Rd,Weston Rd,East,Elsmere Ave,North,09596,5,Weston Village,Corral,Existing,K1109596,0,303214.57,4840139.423,-79.519670457,43.701203549,"{u'type': u'Point', u'coordinates': (-79.5196704568, 43.7012035468)}"
678116,496,PS-01428,2851,Kingston Rd,St Clair Ave E,South,Kingston Rd,West,12162,20,,Corral,Existing,K3612162,0,325996.297,4842452.6389999995,-79.236927485,43.721724367,"{u'type': u'Point', u'coordinates': (-79.2369274838, 43.7217243727)}"
678117,497,PS-00528,,,Steeles Ave E,South,Townsend Rd,East,10323,17,,Corral,Existing,K2410323,0,316221.981,4852421.561000001,-79.358026355,43.811670956,"{u'type': u'Point', u'coordinates': (-79.3580263568, 43.8116709586)}"
678118,498,PS-00095,4949,Bathurst St,Bathurst St,East,Finch Ave W,North,07265,18,,Corral,Existing,K2307265,0,309397.804,4848249.476,-79.442885637,43.77419136899999,"{u'type': u'Point', u'coordinates': (-79.4428856352, 43.7741913666)}"
678119,499,PS-01434,939,O'Connor Dr,O'Connor Dr,East,Gardens Cres,South,11887,19,,Corral,Existing,K3111887,0,320045.855,4840912.83,-79.31082303699999,43.708010345,"{u'type': u'Point', u'coordinates': (-79.3108230318, 43.7080103436)}"
678120,500,PS-00636,1896,Kennedy Rd,Kennedy Rd,West,Ellesmere Rd,North,10523,21,Kennedy Road,Corral,Existing,K4010523,0,322405.922,4847376.931,-79.281326888,43.766142527,"{u'type': u'Point', u'coordinates': (-79.2813268876, 43.7661425248)}"
678121,501,PS-00529,,,Steeles Ave E,South,Townsend Rd,West,10323,17,,Corral,Temporarily Removed,K2410323,0,316219.109,4852420.744,-79.358062073,43.81166364600001,"{u'type': u'Point', u'coordinates': (-79.3580620727, 43.8116636491)}"
678122,502,PS-00103,6212,Yonge St,Yonge St,West,Steeles Ave W,South,07538B,18,,Corral,Existing,K2307538,0,311260.856,4850675.607,-79.419713415,43.796015403999995,"{u'type': u'Point', u'coordinates': (-79.419713421, 43.7960154023)}"
678123,503,PS-00829,1201,Markham Rd,Ellesmere Rd,North,Markham Rd,East,10750,24,,Corral,Temporarily Removed,K3810750,0,326447.529,4848565.407,-79.231080953,43.776733015,"{u'type': u'Point', u'coordinates': (-79.2310809591, 43.7767330178)}"
678124,504,PS-00635,1896,Kennedy Rd,Kennedy Rd,West,Ellesmere Rd,North,10523,21,Kennedy Road,Corral,Existing,K4010523,0,322405.57399999996,4847379.1280000005,-79.28133114,43.766162306000005,"{u'type': u'Point', u'coordinates': (-79.2813311379, 43.7661623085)}"
678125,505,PS-00831,2787,Eglinton Ave E,Danforth Rd,East,Eglinton Ave E,South,10752,20,,Corral,Existing,K3510752,0,325233.20399999997,4844110.97,-79.24633533800001,43.736672657,"{u'type': u'Point', u'coordinates': (-79.2463353396, 43.7366726613)}"
678126,506,PS-00836,1,Rosemount Dr,Eglinton Ave E,North,Rosemount Dr,East,10755,21,,Corral,Temporarily Removed,K3710755,0,323032.537,4843480.4180000005,-79.273676315,43.731054328999996,"{u'type': u'Point', u'coordinates': (-79.2736763121, 43.7310543275)}"
678127,507,PS-00838,631,Pharmacy Ave,Pharmacy Ave,East,Eastgate Cres,South,10759,20,,Corral,Temporarily Removed,K3510759,0,321630.55199999997,4841211.215,-79.29115024,43.710661929,"{u'type': u'Point', u'coordinates': (-79.2911502433, 43.7106619344)}"
678128,510,PS-00850,890,Yonge St,Yonge St,West,Davenport Rd,North,10769,11,,Corral,Existing,K2710769,0,313817.317,4837060.839,-79.388173591,43.67343927100001,"{u'type': u'Point', u'coordinates': (-79.3881735901, 43.6734392746)}"
678129,511,PS-00852,599,Sherbourne St,Sherbourne St,East,Howard St,South,10770,13,,Corral,Existing,K2810770,0,314778.568,4836800.2639999995,-79.376257675,43.671081476000005,"{u'type': u'Point', u'coordinates': (-79.376257678, 43.6710814762)}"
678130,512,PS-00854,2,Bloor St W,Cumberland St,South,Bay St,East,10772,11,Bloor Street,Corral,Existing,K2710772,0,313726.69399999996,4836749.196,-79.38930258399999,43.670635175,"{u'type': u'Point', u'coordinates': (-79.3893025867, 43.6706351732)}"
678131,514,PS-00860,2000,Islington Ave,Islington Ave,West,Dixon Rd,North,10778,1,,Corral,Existing,K0210778,0,301009.628,4839711.101,-79.547024195,43.697340114,"{u'type': u'Point', u'coordinates': (-79.5470241897, 43.6973401188)}"
678132,515,PS-00864,,,Kipling Ave,West,Eglinton Ave W,North,10782,2,,Corral,Existing,K0410782,0,300668.098,4837510.594,-79.55124442,43.677530872,"{u'type': u'Point', u'coordinates': (-79.5512444193, 43.6775308755)}"
678133,517,PS-00870,6199,Steeles Ave W,Steeles Ave W,South,Islington Ave,East,T8284,7,,Corral,Existing,K0708284,0,298828.059,4847153.369,-79.574171818,43.764315315,"{u'type': u'Point', u'coordinates': (-79.5741718214, 43.7643153212)}"
678134,518,PS-00875,3316,Lake Shore Blvd W,Lake Shore Blvd W,North,Twenty Sixth St,West,10835,3,Long Branch,Corral,Existing,K0610835,0,302807.738,4828516.066000001,-79.52467515800001,43.596576515,"{u'type': u'Point', u'coordinates': (-79.5246751597, 43.5965765131)}"
678135,519,PS-00882,1726,St Clair Ave W,St Clair Ave W,North,Silverthorn Ave,East,10841,9,St. Clair Gardens,Corral,Existing,K1710841,0,308053.386,4837161.3,-79.459653156,43.674391136000004,"{u'type': u'Point', u'coordinates': (-79.4596531611, 43.674391134)}"
678136,520,PS-01426,3225,Eglinton Ave E,Eglinton Ave E,South,Cedar Ave,West,12160,24,,Corral,Existing,K3612160,0,327683.268,4844901.339,-79.215886133,43.74371531,"{u'type': u'Point', u'coordinates': (-79.2158861319, 43.7437153107)}"
678137,521,PS-00457,4228,Midland Ave,Steeles Ave E,South,Midland Ave,West,10086,22,,Corral,Existing,K4110086,0,321056.314,4853988.132,-79.297889023,43.82568128,"{u'type': u'Point', u'coordinates': (-79.2978890226, 43.8256812832)}"
678138,522,PS-01433,924,Jane St,Jane St,West,East Dr,North,T3883,5,,Corral,Existing,K1103883,0,305039.79600000003,4837675.454,-79.49702593800001,43.679026281000006,"{u'type': u'Point', u'coordinates': (-79.497025943, 43.6790262802)}"
678139,523,PS-00668,2320,Bloor St W,Bloor St W,North,Windermere Ave,East,10544,4,Bloor West Village,Corral,Existing,K1310544,0,306406.072,4834491.9860000005,-79.48009025399999,43.65036911,"{u'type': u'Point', u'coordinates': (-79.4800902517, 43.6503691114)}"
678140,524,PS-00239,270,Heath St W,Heath St W,North,Lonsmount Dr,East,08033,12,,Corral,Existing,K2108033,0,311568.831,4838460.485,-79.416040125,43.686061788,"{u'type': u'Point', u'coordinates': (-79.4160401281, 43.6860617924)}"
678141,525,PS-00240,270,Heath St W,Heath St W,North,Lonsmount Dr,East,08033,12,,Corral,Existing,K2108033,0,311571.61199999996,4838461.048,-79.41600562100001,43.68606683,"{u'type': u'Point', u'coordinates': (-79.4160056258, 43.6860668348)}"
678142,526,PS-00672,1226,Islington Ave,Bloor St W,North,Islington Ave,West,10548,3,,Corral,Existing,K0510548,0,302856.059,4833862.825,-79.52409589199999,43.644704999,"{u'type': u'Point', u'coordinates': (-79.5240958932, 43.6447049974)}"
678143,527,PS-00405,70,Carlton St,Church St,East,Carlton St,North,09656,13,,Corral,Temporarily Removed,K2709656,0,314529.059,4835807.822,-79.379369675,43.662151501000004,"{u'type': u'Point', u'coordinates': (-79.3793696755, 43.6621515)}"
678144,528,PS-00357,416,Wilson Ave,Wilson Ave,North,Allingham Gdns,East,09604,6,,Corral,Existing,K1009604,0,309469.314,4843981.813,-79.442034425,43.735776862,"{u'type': u'Point', u'coordinates': (-79.4420344229, 43.7357768681)}"
678145,529,PS-00404,70,Carlton St,Church St,East,Carlton St,North,09656,13,,Corral,Temporarily Removed,K2709656,0,314529.407,4835806.701,-79.379365386,43.662141406,"{u'type': u'Point', u'coordinates': (-79.3793653809, 43.6621414049)}"
678146,530,PS-01319,611,The Queensway,The Queensway,South,Grand Ave,West,12003,3,shoptheQueensway.com,Corral,Existing,K0512003,0,305213.818,4831999.941000001,-79.49487199100001,43.627938881999995,"{u'type': u'Point', u'coordinates': (-79.4948719934, 43.6279388885)}"
678147,531,PS-01435,30,Carrier Dr,Carrier Dr,North,Woodbine Downs Blvd,East,12300,1,,Corral,Existing,K0112300,0,296203.844,4844332.369,-79.606719539,43.738897175,"{u'type': u'Point', u'coordinates': (-79.606719533, 43.7388971785)}"
678148,532,PS-00627,,,Parkwoods Village Dr,North,Victoria Park Ave,West,10423,16,,Corral,Existing,K3410423,0,319643.562,4846462.218,-79.315661675,43.757969553,"{u'type': u'Point', u'coordinates': (-79.3156616755, 43.757969559)}"
678149,533,PS-00128,484,Church St,Church St,West,Alexander St,South,06008,13,Church-Wellesley Village,Corral,Existing,K2706008,0,314467.06899999996,4835961.102,-79.38013554300001,43.663532033,"{u'type': u'Point', u'coordinates': (-79.380135541, 43.6635320311)}"
678150,535,PS-01432,1575,Albion Rd,Albion Rd,West,Finch Ave W,South,12296,1,,Corral,Temporarily Removed,K0112296,0,297571.394,4844571.1110000005,-79.589744907,43.741060737,"{u'type': u'Point', u'coordinates': (-79.5897449094, 43.7410607359)}"
678151,536,PS-00847,1371,Neilson Rd,Neilson Rd,East,Mclevin Ave,South,10766,25,,Corral,Existing,K4210766,0,327238.143,4852155.276000001,-79.22110935100001,43.809022,"{u'type': u'Point', u'coordinates': (-79.2211093494, 43.8090220032)}"
678152,537,PS-00099,6500,Yonge St,Yonge St,West,Steeles Ave W,South,07538A,18,,Corral,Existing,K2307538,0,311261.196,4850672.672,-79.419709228,43.795988978000004,"{u'type': u'Point', u'coordinates': (-79.4197092313, 43.795988981)}"
678153,538,PS-00549,2075,Sheppard Ave E,Sheppard Ave E,South,Boneset Rd,West,10365,17,,Corral,Existing,K3310365,0,318143.523,4848386.72,-79.33424236399999,43.775320798,"{u'type': u'Point', u'coordinates': (-79.3342423597, 43.7753207964)}"
678154,539,PS-01265,55,Outlook Ave,Outlook Ave,South,Jane St,East,11955,5,,Corral,Existing,K1311955,0,305089.62,4837676.0030000005,-79.496408002,43.679031205,"{u'type': u'Point', u'coordinates': (-79.4964080032, 43.6790312041)}"
678155,540,PS-01267,2025,Kipling Ave,Kipling Ave,East,Rexdale Blvd,North,11957,1,,Corral,Existing,K0211957,0,299435.402,4841340.445,-79.566570603,43.711996582,"{u'type': u'Point', u'coordinates': (-79.5665706006, 43.7119965803)}"
678156,542,PS-01274,,,Martin Grove Rd,East,Eglinton Ave W,North,11963,2,,Corral,Existing,K0411963,0,299710.22,4837214.375,-79.563121353,43.674858568999994,"{u'type': u'Point', u'coordinates': (-79.5631213531, 43.6748585721)}"
678157,543,PS-01279,1340,Danforth Rd,Danforth Rd,West,Savarin St,North,11968,21,,Corral,Existing,K3811968,0,325326.274,4844854.848999999,-79.24515154699999,43.74336584,"{u'type': u'Point', u'coordinates': (-79.2451515495, 43.7433658432)}"
678158,544,PS-01281,629,Markham Rd,Lawrence Ave E,North,Markham Rd,East,11970,24,,Corral,Temporarily Removed,K3811970,0,326954.73600000003,4846714.583000001,-79.224856565,43.760058618,"{u'type': u'Point', u'coordinates': (-79.2248565662, 43.7600586214)}"
678159,545,PS-01283,3487,Lawrence Ave E,Lawrence Ave E,South,Greencedar Crct,East,11971,24,,Corral,Existing,K3811971,0,326552.855,4846564.291999999,-79.22985362899999,43.758717745,"{u'type': u'Point', u'coordinates': (-79.229853626, 43.7587177445)}"
678160,546,PS-01293,172,Meadowvale Rd,Lawson Rd,South,Meadowvale Rd,West,11980,25,,Corral,Existing,K4411980,0,332080.32300000003,4849522.754,-79.161059303,43.785164032,"{u'type': u'Point', u'coordinates': (-79.1610593022, 43.7851640378)}"
678161,547,PS-01296,4128,Lawrence Ave E,Lawrence Ave E,North,Morningside Ave,East,11982,25,,Corral,Existing,K4411982,0,330124.49,4847686.608,-79.185445563,43.768706315,"{u'type': u'Point', u'coordinates': (-79.1854455599, 43.7687063203)}"
678162,548,PS-01300,848,Danforth Ave,Danforth Ave,North,Langford Ave,East,11991,14,Greektown on the Danforth,Corral,Existing,K2911991,0,317672.303,4837784.7069999995,-79.34034965,43.679898247,"{u'type': u'Point', u'coordinates': (-79.3403496523, 43.6798982524)}"
678163,549,PS-01303,1158,Queen St E,Queen St E,North,Jones Ave,West,11994,14,Leslieville,Corral,Existing,K3011994,0,318253.105,4835870.424,-79.333193947,43.66265695,"{u'type': u'Point', u'coordinates': (-79.3331939416, 43.6626569483)}"
678164,550,PS-01305,794,Gerrard St E,Logan Ave,East,Gerrard St E,North,11996,14,,Corral,Existing,K3011996,0,317285.774,4836380.126,-79.34517612,43.667261798999995,"{u'type': u'Point', u'coordinates': (-79.3451761155, 43.6672618041)}"
678165,551,PS-01309,177,Church St,Shuter St,South,Church St,East,12011,13,,Corral,Existing,K2712011,0,314788.063,4834991.605,-79.376173399,43.654801031999995,"{u'type': u'Point', u'coordinates': (-79.3761733989, 43.6548010295)}"
678166,552,PS-01311,655,Bay St,Bay St,East,Walton St,South,12013,11,Downtown Yonge,Corral,Existing,K2712013,0,314117.595,4835330.409,-79.384479633,43.657859413000004,"{u'type': u'Point', u'coordinates': (-79.3844796349, 43.6578594189)}"
678167,553,PS-01317,88,Frost St,Kipling Ave,East,Frost St,South,12001,1,,Corral,Existing,K0212001,0,299349.13800000004,4841567.9,-79.567643379,43.71404333,"{u'type': u'Point', u'coordinates': (-79.5676433735, 43.7140433326)}"
678168,554,PS-00172,433,Eastern Ave,Eastern Ave,South,Mc Gee St,East,12495,14,,Corral,Existing,K3012495,0,317394.661,4835263.996,-79.34385195600001,43.657213334,"{u'type': u'Point', u'coordinates': (-79.34385196, 43.6572133363)}"
678169,555,PS-00550,,,Sheppard Ave E,North,Brian Ave,West,10366,17,,Corral,Existing,K3310366,0,318353.94800000003,4848386.509,-79.331628411,43.77531507,"{u'type': u'Point', u'coordinates': (-79.3316284074, 43.7753150763)}"
678170,556,PS-00556,3,Combermere Dr,Victoria Park Ave,West,Combermere Dr,South,10372,16,,Corral,Existing,K3410372,0,319719.749,4846228.274,-79.314722037,43.755862263000004,"{u'type': u'Point', u'coordinates': (-79.3147220314, 43.7558622651)}"
678171,620,PS-00096,125,Stafford Rd,Bathurst St,East,Stafford Rd,South,07266,18,,Corral,Existing,K2307266,0,309478.44899999996,4847808.901000001,-79.44188769,43.770225175,"{u'type': u'Point', u'coordinates': (-79.4418876958, 43.7702251738)}"
678172,625,PS-00859,175,The Westway,Islington Ave,East,The Westway,South,10777,2,,Corral,Existing,K0410777,0,301368.467,4838718.404,-79.54256604,43.688406303,"{u'type': u'Point', u'coordinates': (-79.5425660349, 43.6884063083)}"
678173,626,PS-00863,94,Kingsview Blvd,Kipling Ave,West,Kingsview Blvd,North,10781,1,,Corral,Existing,K0210781,0,299954.659,4839687.566000001,-79.56011214899999,43.697122138000005,"{u'type': u'Point', u'coordinates': (-79.5601121494, 43.6971221401)}"
678174,628,PS-00869,3326,Keele St,Keele St,West,Sheppard Ave W,South,T4030,6,,Corral,Existing,K0904030,0,305889.50899999996,4844930.708000001,-79.48647273899999,43.744331978000005,"{u'type': u'Point', u'coordinates': (-79.4864727428, 43.7443319779)}"
678175,629,PS-00874,3575,Lake Shore Blvd W,Lake Shore Blvd W,South,Long Branch Ave,West,10834,3,,Corral,Existing,K0610834,0,302047.284,4828255.685,-79.53409243600001,43.594230284,"{u'type': u'Point', u'coordinates': (-79.5340924376, 43.5942302866)}"
678176,630,PS-00876,3316,Lake Shore Blvd W,Lake Shore Blvd W,North,Twenty Sixth St,West,10835,3,Long Branch,Corral,Existing,K0610835,0,302805.706,4828515.408,-79.524700325,43.59657058,"{u'type': u'Point', u'coordinates': (-79.5247003246, 43.5965705847)}"
678177,631,PS-00878,3078,Lake Shore Blvd W,Lake Shore Blvd W,North,Thirteenth St,West,10837,3,,Corral,Existing,K0610837,0,303818.213,4828824.154,-79.51216048100001,43.599351765,"{u'type': u'Point', u'coordinates': (-79.5121604812, 43.5993517661)}"
678178,632,PS-01033,4,Superior Ave,Superior Ave,West,Lake Shore Blvd W,South,11641,3,Mimico By The Lake,Corral,Existing,K0511641,0,305735.036,4830539.522,-79.488415612,43.61479258600001,"{u'type': u'Point', u'coordinates': (-79.4884156171, 43.6147925905)}"
678179,633,PS-01036,2422,Bloor St W,Bloor St W,North,Jane St,East,11643,4,Bloor West Village,Corral,Existing,K1311643,0,306116.191,4834405.041,-79.483683981,43.649587055,"{u'type': u'Point', u'coordinates': (-79.4836839871, 43.6495870574)}"
678180,634,PS-01039,2141,Bloor St W,Bloor St W,South,Glendonwynne Rd,East,11645,4,Bloor West Village,Corral,Existing,K1311645,0,306927.485,4834632.257,-79.473625982,43.651630431,"{u'type': u'Point', u'coordinates': (-79.4736259786, 43.6516304326)}"
678181,635,PS-01042,200,King St E,King St E,North,Frederick St,West,11662,13,St. Lawrence Market Neighbourhood,Corral,Existing,K2811662,0,315313.945,4834572.058,-79.369661986,43.651017298999996,"{u'type': u'Point', u'coordinates': (-79.3696619821, 43.6510172989)}"
678182,636,PS-01044,200,King St E,George St,East,King St E,North,11663,13,St. Lawrence Market Neighbourhood,Corral,Existing,K2811663,0,315229.835,4834570.606000001,-79.370704687,43.651005409,"{u'type': u'Point', u'coordinates': (-79.3707046924, 43.651005413)}"
678183,638,PS-00675,2909,Lake Shore Blvd W,Lake Shore Blvd W,South,Sixth St,West,10550,3,Lakeshore Village,Corral,Existing,K0610550,0,304423.031,4828985.867,-79.504669282,43.600807961,"{u'type': u'Point', u'coordinates': (-79.5046692765, 43.6008079675)}"
678184,639,PS-00678,2814,Lake Shore Blvd W,Lake Shore Blvd W,North,Third St,West,10552,3,Lakeshore Village,Corral,Existing,K0610552,0,304707.557,4829094.677,-79.501145057,43.6017875,"{u'type': u'Point', u'coordinates': (-79.5011450515, 43.6017875037)}"
678185,640,PS-00682,4848,Yonge St,Yonge St,West,Harlandale Ave,North,10603,18,,Corral,Existing,K2310603,0,311936.555,4846958.652,-79.411366209,43.762552335,"{u'type': u'Point', u'coordinates': (-79.4113662148, 43.7625523381)}"
678186,641,PS-00684,781,Steeles Ave W,Steeles Ave W,South,Bathurst St,East,10604,18,,Corral,Existing,K1010604,0,309251.034,4850285.19,-79.444691939,43.792516019,"{u'type': u'Point', u'coordinates': (-79.444691935, 43.7925160239)}"
678187,642,PS-00713,25,Silver Springs Blvd,Finch Ave E,North,Birchmount Rd,East,10575,22,,Corral,Existing,K3910575,0,320451.652,4851050.164,-79.305492442,43.799249525,"{u'type': u'Point', u'coordinates': (-79.3054924476, 43.7992495246)}"
678188,643,PS-00717,815,Midland Ave,Midland Ave,East,Eglinton Ave E,South,10561,20,,Corral,Existing,K3510561,0,324303.63800000004,4843849.706,-79.257884651,43.734346008,"{u'type': u'Point', u'coordinates': (-79.2578846554, 43.7343460135)}"
678189,644,PS-00719,4410,Kingston Rd,Kingston Rd,North,Lawrence Ave E,East,10563,24,,Corral,Existing,K4310563,0,329784.837,4847592.118,-79.189668707,43.76786734,"{u'type': u'Point', u'coordinates': (-79.1896687115, 43.7678673445)}"
678190,645,PS-00723,1215,McCowan Rd,Ellesmere Rd,North,Mccowan Rd,East,10566,24,,Corral,Existing,K3810566,0,324846.101,4848080.798,-79.250992798,43.772416092,"{u'type': u'Point', u'coordinates': (-79.2509927991, 43.7724160897)}"
678191,646,PS-00725,,,Sheppard Ave E,South,Mccowan Rd,West,10567,23,Sheppard East Village,Corral,Existing,K4110567,0,324189.537,4849967.044,-79.259080216,43.789411803,"{u'type': u'Point', u'coordinates': (-79.2590802188, 43.789411809)}"
