_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,STYLE,BARCODE,POSTERBOARD,POSTERBOARDSTATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
657670,32,SH-01658,63,Silversted Dr,Mccowan Rd,West,Kenhatch Blvd,North,T1302,23,,B,Existing,Enseicom,,Yes,Existing,0,323790.339,4851319.701,-79.26399240100001,43.801597493,"{u'type': u'Point', u'coordinates': (-79.2639923973, 43.8015974975)}"
657671,34,SH-03367,5810,Sheppard Ave E,Sheppard Ave E,North,Gateforth Dr,East,T9965,23,,D,Existing,Enseicom,,Yes,Existing,0,326518.791,4850682.72,-79.230109971,43.795788965,"{u'type': u'Point', u'coordinates': (-79.2301099749, 43.7957889642)}"
657672,69,SH-00626,5359,Dundas St W,Dundas St W,South,Poplar Ave,West,T2180,3,,B,Existing,Enseicom,,Yes,Existing,0,301560.57899999997,4832870.2930000005,-79.540147909,43.635766331000006,"{u'type': u'Point', u'coordinates': (-79.5401479114, 43.635766332)}"
657673,71,SH-03650,1111A,College St,College St,South,Dufferin St,West,T826,9,College West,B,Existing,Enseicom,,Yes,Existing,0,310226.568,4834724.737,-79.432726976,43.652446128,"{u'type': u'Point', u'coordinates': (-79.4327269729, 43.652446126)}"
657674,127,SH-02664,245,Eglinton Ave E,Eglinton Ave E,South,Taunton Rd,West,T9113,15,Mount Pleasant Village,B,Temporarily Removed,Enseicom,,Yes,Temporarily Removed,0,313726.11,4840955.092,-79.38924018600001,43.708493632,"{u'type': u'Point', u'coordinates': (-79.3892401843, 43.7084936383)}"
657675,142,SH-01268,294,Yonge St,Dundas St W,South,Yonge St,West,T2197,13,Downtown Yonge,B,Existing,Enseicom,,Yes,Existing,0,314387.999,4835147.633,-79.381130394,43.65621075,"{u'type': u'Point', u'coordinates': (-79.3811303948, 43.6562107545)}"
657676,144,SH-03579,7,Field Sparroway,Finch Ave E,North,Leslie St,West,T2519,17,,B,Existing,Enseicom,,Yes,Existing,0,315326.713,4850029.828,-79.369201359,43.790156011,"{u'type': u'Point', u'coordinates': (-79.3692013588, 43.7901560131)}"
657677,145,SH-03148,66,Lunsfield Cres,Mccowan Rd,West,Sandhurst Crcl,North,T1316,23,,A,Existing,Enseicom,,Yes,Existing,0,323664.636,4851732.452,-79.265540058,43.805315897,"{u'type': u'Point', u'coordinates': (-79.2655400631, 43.8053159026)}"
657678,155,SH-01983,43,Eglinton Ave E,Eglinton Ave E,South,Holly St,West,T3538,12,,B,Temporarily Removed,Enseicom,,Yes,Existing,0,313089.74600000004,4840777.782,-79.397139241,43.706905005,"{u'type': u'Point', u'coordinates': (-79.397139236, 43.7069050043)}"
657679,175,SH-02766,450,Dundas St W,Dundas St W,North,Huron St,East,T2169,10,Chinatown,B,Temporarily Removed,Enseicom,,Yes,Temporarily Removed,0,313185.29,4834835.863,-79.396046096,43.653418939,"{u'type': u'Point', u'coordinates': (-79.3960460943, 43.6534189395)}"
657680,181,SH-03808,3939,Lawrence Ave E,Lawrence Ave E,South,Orton Park Rd,West,T5299,24,,D,Existing,Enseicom,,Yes,Existing,0,328489.184,4847144.437,-79.205781277,43.763880301,"{u'type': u'Point', u'coordinates': (-79.2057812748, 43.7638803031)}"
657681,219,SH-00887,20,Eglinton Ave W,Eglinton Ave W,North,Yonge St,West,T9898,8,,B,Temporarily Removed,Enseicom,,Yes,Temporarily Removed,0,312946.767,4840757.89,-79.398913649,43.706727528,"{u'type': u'Point', u'coordinates': (-79.3989136451, 43.7067275339)}"
657682,225,SH-00565,70,Carlton St,Carlton St,North,Church St,West,T752,13,,B,Temporarily Removed,Enseicom,,Yes,Temporarily Removed,0,314545.93,4835790.235,-79.37916080699999,43.661992975,"{u'type': u'Point', u'coordinates': (-79.3791608104, 43.6619929728)}"
657683,255,SH-03454,739,The Queensway,The Queensway,South,Uno Dr,East,T6913,3,shoptheQueensway.com,B,Existing,Enseicom,,Yes,Existing,0,304552.335,4831799.0430000005,-79.50306895199999,43.626130597,"{u'type': u'Point', u'coordinates': (-79.5030689571, 43.6261305994)}"
657684,274,SH-02825,123,Eglinton Ave E,Eglinton Ave E,South,Redpath Ave,West,T2304,12,,B,Existing,Enseicom,,Yes,Existing,0,313422.49,4840871.291999999,-79.393008993,43.707742916,"{u'type': u'Point', u'coordinates': (-79.3930089943, 43.7077429218)}"
657685,300,SH-00330,66,Patrick Blvd,Victoria Park Ave,West,Patrick Blvd,North,T7420,17,,C,Existing,Enseicom,,Yes,Existing,0,318932.784,4848670.879,-79.32443045699999,43.77786390399999,"{u'type': u'Point', u'coordinates': (-79.3244304602, 43.7778639059)}"
657686,337,SH-01974,37,Grosvenor St,Bay St,East,Grosvenor St,South,T250,13,Downtown Yonge,B,Existing,Enseicom,,Yes,Existing,0,313978.84,4835829.893999999,-79.386191439,43.662357168999996,"{u'type': u'Point', u'coordinates': (-79.3861914362, 43.6623571728)}"
657687,341,SH-02169,335,Passmore Ave,Maybrook Dr,West,Passmore Ave,South,T10240,23,,D,Existing,Enseicom,,Yes,Existing,0,323957.141,4854226.886,-79.261815455,43.82776084100001,"{u'type': u'Point', u'coordinates': (-79.2618154534, 43.827760839)}"
657688,343,SH-00377,1300,Islington Ave,Islington Ave,West,Dundas St W,South,T10300,3,,D,Existing,Enseicom,,Yes,Existing,0,302713.36600000004,4834441.919,-79.525866867,43.649917246,"{u'type': u'Point', u'coordinates': (-79.5258668641, 43.6499172475)}"
657689,347,SH-03181,135,Rexdale Blvd,Rexdale Blvd,North,Queen's Plate Dr,East,T10614,1,,B,Existing,Enseicom,,Yes,Existing,0,297368.98699999996,4841851.994,-79.59222028399999,43.71658334399999,"{u'type': u'Point', u'coordinates': (-79.5922202792, 43.7165833496)}"
657690,380,SH-02370,2,Codsell Ave,Bathurst St,West,Codsell Ave,North,T109,6,,B,Existing,Enseicom,,Yes,Existing,0,309675.72,4846540.223,-79.439448856,43.758804303999995,"{u'type': u'Point', u'coordinates': (-79.4394488592, 43.7588043079)}"
657691,408,SH-02388,570,Eglinton Ave W,Eglinton Ave W,North,Gilgorm Rd,East,T2353,8,The Eglinton Way,B,Temporarily Removed,Enseicom,,Yes,Temporarily Removed,0,311497.091,4840331.783,-79.416906727,43.702906521,"{u'type': u'Point', u'coordinates': (-79.4169067282, 43.7029065238)}"
657692,452,SH-01879,800,Bay St,Bay St,West,College St,North,T239,11,,B,Existing,Enseicom,,Yes,Existing,0,313989.768,4835682.051,-79.386058453,43.661026253,"{u'type': u'Point', u'coordinates': (-79.3860584568, 43.6610262548)}"
657693,503,SH-03603,662,King St W,King St W,North,Bathurst St,East,T4156,10,,B,Existing,Enseicom,,Yes,Existing,0,312677.113,4833794.776000001,-79.402361223,43.6440533,"{u'type': u'Point', u'coordinates': (-79.4023612253, 43.6440533055)}"
657694,522,SH-02461,955,O'Connor Dr,O'Connor Dr,East,Gardens Cres,South,T7997,19,,B,Existing,Enseicom,,Yes,Existing,0,320055.665,4840930.2530000005,-79.310700813,43.708166967,"{u'type': u'Point', u'coordinates': (-79.3107008123, 43.7081669703)}"
657695,523,SH-02952,779,The Queensway,The Queensway,South,Smith Cres,East,T6881,3,shoptheQueensway.com,D,Existing,Enseicom,,Yes,Existing,0,304359.435,4831740.591,-79.505459242,43.625604362,"{u'type': u'Point', u'coordinates': (-79.5054592425, 43.6256043604)}"
657696,537,SH-03360,762,Broadview Ave,Danforth Ave,South,Broadview Ave,West,T870,14,Broadview Danforth,B,Existing,Enseicom,,Yes,Existing,0,316164.914,4837356.063999999,-79.35905421,43.676064491000005,"{u'type': u'Point', u'coordinates': (-79.3590542051, 43.6760644944)}"
657697,538,SH-01069,72,Croach Cres,Finch Ave E,South,Middlefield Rd,West,T2532,23,,B,Existing,Enseicom,,Yes,Existing,0,324256.203,4852217.961,-79.25817018,43.809670668,"{u'type': u'Point', u'coordinates': (-79.2581701807, 43.8096706656)}"
657698,546,SH-02637,1800,Yonge St,Yonge St,West,Merton St,North,T10800,12,Midtown Yonge,B,Existing,Enseicom,,Yes,Existing,0,313157.995,4839598.898,-79.396310683,43.696292793000005,"{u'type': u'Point', u'coordinates': (-79.3963106804, 43.6962927911)}"
657699,557,SH-03766,91,Parliament St,King St E,North,Parliament St,East,T4141,13,,B,Existing,Enseicom,,Yes,Existing,0,315845.665,4834782.438999999,-79.363066134,43.652903302,"{u'type': u'Point', u'coordinates': (-79.3630661347, 43.6529033029)}"
657700,586,SH-03682,1901,Mccowan Rd,Mccowan Rd,East,Nugget Ave,South,T1310,23,Sheppard East Village,B,Existing,Enseicom,,Yes,Existing,0,324151.322,4850228.208000001,-79.259545627,43.791763558,"{u'type': u'Point', u'coordinates': (-79.2595456212, 43.7917635618)}"
657701,656,SH-02424,47,Winstanly Cres,Sheppard Ave E,North,Brenyon Way,West,T7160,25,,D,Existing,Enseicom,,Yes,Existing,0,328319.411,4851207.768,-79.207711694,43.80045989600001,"{u'type': u'Point', u'coordinates': (-79.2077116885, 43.8004598987)}"
657702,770,SH-02118,47,Coxworth Cres,Neilson Rd,West,Silverbell Grv,South,T1402,23,,B,Existing,Enseicom,,Yes,Existing,0,327543.087,4851603.276000001,-79.217342581,43.804044135,"{u'type': u'Point', u'coordinates': (-79.2173425808, 43.8040441368)}"
657703,774,SH-00705,4751,Steeles Ave E,Silver Star Blvd,East,Steeles Ave E,South,T13337,22,,D,Existing,Enseicom,,Yes,Temporarily Removed,0,320900.01399999997,4853905.985,-79.299834719,43.824945296,"{u'type': u'Point', u'coordinates': (-79.2998347231, 43.8249452956)}"
657704,776,SH-02745,2,Yorkview Dr,Royal York Rd,West,Yorkview Dr,North,T7043,3,,D,Existing,Enseicom,,Yes,Existing,0,304424.036,4832330.836,-79.50465915699999,43.63091742100001,"{u'type': u'Point', u'coordinates': (-79.5046591523, 43.630917425)}"
657705,783,SH-02640,1335,Dundas St W,Dundas St W,South,Lisgar St,West,T2172,9,Little Portugal,B,Existing,Enseicom,,Yes,Existing,0,310689.446,4834391.476,-79.42699232300001,43.649442803999996,"{u'type': u'Point', u'coordinates': (-79.4269923242, 43.6494428051)}"
657706,821,SH-01937,2037,Eglinton Ave W,Eglinton Ave W,South,Nairn Ave,West,T2386,9,,B,Existing,Enseicom,,Yes,Existing,0,308333.648,4839373.449,-79.45616300399999,43.694302078,"{u'type': u'Point', u'coordinates': (-79.4561629979, 43.6943020822)}"
657707,826,SH-01731,2367,Yonge St,Yonge St,East,Broadway Ave,South,T8961,12,Uptown Yonge,B,Existing,Enseicom,,Yes,Existing,0,312955.438,4841055.268999999,-79.398801553,43.709404223,"{u'type': u'Point', u'coordinates': (-79.3988015508, 43.7094042233)}"
657708,855,SH-01430,31,Tapscott Rd,Neilson Rd,West,Mclevin Ave,South,T11714,23,,B,Existing,Enseicom,,Yes,Existing,0,327324.659,4852038.646000001,-79.22003893,43.807969588999995,"{u'type': u'Point', u'coordinates': (-79.2200389312, 43.8079695871)}"
657709,857,SH-03703,9300,Sheppard Ave E,Sheppard Ave E,North,Rouge River Dr,East,T7176,25,,D,Existing,Enseicom,,Yes,Existing,0,330545.299,4851887.453,-79.18001714399999,43.806503633,"{u'type': u'Point', u'coordinates': (-79.1800171416, 43.806503638)}"
657710,870,SH-00510,1131,Sandhurst Crcl,Mccowan Rd,East,Sandhurst Crcl,South,T2873,23,,A,Existing,Enseicom,,Yes,Existing,0,323390.399,4852414.532,-79.268924736,43.81146227399999,"{u'type': u'Point', u'coordinates': (-79.2689247346, 43.8114622719)}"
657711,879,SH-02652,500,Dundas St W,Dundas St W,North,Spadina Ave,East,T2190,11,Chinatown,B,Existing,Enseicom,,Yes,Temporarily Removed,0,313046.251,4834800.686000001,-79.39777032,43.653103848,"{u'type': u'Point', u'coordinates': (-79.3977703195, 43.6531038537)}"
657712,887,SH-02497,950,Dixon Rd,Dixon Rd,North,427 N Dixon Ramp,East,T4973,1,,B,Existing,Enseicom,,Yes,Existing,0,296835.483,4838540.298,-79.59879219300001,43.686768353000005,"{u'type': u'Point', u'coordinates': (-79.598792195, 43.6867683569)}"
657713,910,SH-01286,3300,Lawrence Ave E,Lawrence Ave E,North,Bellamy Rd N,West,T5232,24,,D,Existing,Enseicom,,Yes,Existing,0,326082.562,4846459.096,-79.235698251,43.757784513999994,"{u'type': u'Point', u'coordinates': (-79.2356982504, 43.7577845204)}"
657714,920,SH-00209,595,Bay St,Dundas St W,North,Bay St,East,T2143,11,Downtown Yonge,B,Temporarily Removed,Enseicom,,Yes,Existing,0,314201.343,4835109.272,-79.383445174,43.655867838999995,"{u'type': u'Point', u'coordinates': (-79.3834451722, 43.6558678373)}"
657715,953,SH-02845,53,Mossgrove Trl,York Mills Rd,North,Banbury Rd,East,T7466,15,,B,Existing,Enseicom,,Yes,Existing,0,315649.006,4845866.478999999,-79.3652809,43.752676448,"{u'type': u'Point', u'coordinates': (-79.3652808947, 43.7526764518)}"
657716,961,SH-01960,717,The Queensway,The Queensway,South,Morgan Ave,West,T12139,3,shoptheQueensway.com,D,Existing,Enseicom,,Yes,Existing,0,304658.386,4831832.382,-79.501754827,43.626430721000006,"{u'type': u'Point', u'coordinates': (-79.5017548279, 43.6264307248)}"
657717,985,SH-00231,1,Invergordon Ave,Mccowan Rd,East,Invergordon Ave,South,T1300,23,,D,Existing,Enseicom,,Yes,Existing,0,324355.768,4849729.371,-79.257023439,43.787268122,"{u'type': u'Point', u'coordinates': (-79.2570234421, 43.7872681271)}"
657718,993,SH-02528,3351,Finch Ave E,Finch Ave E,South,Warden Ave,West,T2569,22,,B,Existing,Enseicom,,Yes,Existing,0,319585.394,4850744.577,-79.316266056,43.796516721,"{u'type': u'Point', u'coordinates': (-79.3162660557, 43.796516725)}"
657719,1002,SH-03428,832,The Queensway,The Queensway,North,Loma Rd,East,T6899,3,shoptheQueensway.com,D,Existing,Enseicom,,Yes,Existing,0,304104.409,4831685.574,-79.508619311,43.625108936000004,"{u'type': u'Point', u'coordinates': (-79.5086193156, 43.6251089358)}"
657720,1051,SH-03233,51,Elm St,Bay St,East,Elm St,South,T244,11,Downtown Yonge,B,Existing,Enseicom,,Yes,Existing,0,314141.636,4835253.661,-79.384182897,43.657168279,"{u'type': u'Point', u'coordinates': (-79.3841829009, 43.6571682831)}"
657721,1090,TR-03922,,,Steeles Ave W,North,Gerry Fitzgerald Dr,East,T8274,6,DuKe Heights,T,Existing,Provincial,S0808274,Yes,Existing,0,306858.41,4849604.712,-79.474425033,43.78640146,"{u'type': u'Point', u'coordinates': (-79.4744250282, 43.7864014661)}"
657722,1092,TR-03935,,,Steeles Ave E,North,Victoria Park Ave,West,T8232,17,,T,Existing,Provincial,S2408232,Yes,Existing,0,317369.518,4852816.29,-79.343753413,43.815205332,"{u'type': u'Point', u'coordinates': (-79.3437534176, 43.8152053331)}"
657723,1100,TR-00323,1730,Queen St W,Queen St W,North,Roncesvalles Ave,East,2057,4,Parkdale Village,J,Existing,Provincial,00TS6548,Yes,Existing,0,309166.896,4833214.578,-79.445875896,43.638859606000004,"{u'type': u'Point', u'coordinates': (-79.4458758997, 43.63885961)}"
657724,1112,TR-03937,,,Steeles Ave E,North,Townsend Rd,West,T8238,17,,LKN,Existing,Provincial,S2408238,Yes,Existing,0,316213.708,4852450.07,-79.358128586,43.811927698999995,"{u'type': u'Point', u'coordinates': (-79.3581285813, 43.8119276981)}"
657725,1133,SH-01004,310,Timberbank Blvd,Finch Ave E,South,Birchmount Rd,West,T2490,22,,B,Existing,Enseicom,,Yes,Existing,0,320375.205,4850994.643999999,-79.30644409,43.79875139600001,"{u'type': u'Point', u'coordinates': (-79.3064440842, 43.7987513978)}"
657726,1189,TR-00120,272,Banbury Rd,York Mills Rd,South,Banbury Rd,West,2672,15,,B,Existing,Provincial,00TS9260,Yes,Existing,0,315615.023,4845828.073,-79.365703654,43.752331243,"{u'type': u'Point', u'coordinates': (-79.3657036554, 43.7523312493)}"
657727,1196,TR-00144,663,Warden Ave,Warden Ave,East,Firvalley Crt,North,T1624,20,,B,Existing,Provincial,0TS11300,Yes,Existing,0,322733.723,4840460.527,-79.27748613,43.703879009,"{u'type': u'Point', u'coordinates': (-79.2774861271, 43.7038790075)}"
657728,1200,TR-00155,1271,Dundas St W,Dundas St W,South,Dovercourt Rd,West,2801,9,Little Portugal,LK,Existing,Provincial,00TS5872,Yes,Existing,0,310859.835,4834383.967,-79.424880202,43.649373846,"{u'type': u'Point', u'coordinates': (-79.4248802073, 43.6493738455)}"
657729,1203,TR-00167,905,King St W,King St W,South,Strachan Ave,West,1973,10,,DIG-RE,Existing,Provincial,00TS6261,Yes,Existing,0,311886.766,4833557.068,-79.41216088,43.641921554,"{u'type': u'Point', u'coordinates': (-79.4121608785, 43.6419215572)}"
657730,1204,TR-00171,100,Scottfield Dr,Finch Ave E,South,Scottfield Dr,West,T2559,23,,B,Existing,Provincial,0TS10992,Yes,Existing,0,324645.429,4852332.2930000005,-79.253328123,43.81068943,"{u'type': u'Point', u'coordinates': (-79.2533281257, 43.8106894318)}"
657731,1205,TR-00173,150,Staines Rd,Staines Rd,North,Knowles Dr,West,T14264,25,,D,Existing,Provincial,S4214264,Yes,Existing,0,327397.86699999997,4853703.595,-79.219058785,43.822953543000004,"{u'type': u'Point', u'coordinates': (-79.2190587824, 43.8229535471)}"
657732,1206,TR-00176,3600,Sheppard Ave E,Birchmount Rd,West,Sheppard Ave E,North,2634,22,,B,Existing,Provincial,00TS9786,Yes,Existing,0,321022.92600000004,4849053.621,-79.29845349899999,43.781266169,"{u'type': u'Point', u'coordinates': (-79.2984535034, 43.78126617)}"
657733,1209,TR-00186,1790,Avenue Rd,Avenue Rd,West,Melrose Ave,North,668,8,,DIG-RE,Existing,Provincial,0TS11001,Yes,Existing,0,311336.303,4843342.782,-79.418865123,43.730010707,"{u'type': u'Point', u'coordinates': (-79.4188651218, 43.7300107047)}"
657734,1212,TR-03839,21,Colonel Samuel Smith Park Dr,Colonel Samuel Smith Park Dr,East,Lake Shore Blvd W,South,T12121,3,,LKN,Existing,Provincial,S0612121,Yes,Existing,0,303527.042,4828436.964,-79.515766033,43.595866051,"{u'type': u'Point', u'coordinates': (-79.515766035, 43.5958660564)}"
657735,1213,TR-03847,304,Wellesworth Dr,Wellesworth Dr,West,The West Mall,North,T8645,2,,LKN,Existing,Provincial,S0308645,Yes,Existing,0,298932.685,4835027.858,-79.572740244,43.65517128,"{u'type': u'Point', u'coordinates': (-79.5727402456, 43.6551712778)}"
657736,1218,TR-03855,36,Willowridge Rd,Willowridge Rd,West,Richgrove Dr,North,T3174,1,,T,Existing,Provincial,S0403174,Yes,Existing,0,299264.654,4837316.081,-79.568648117,43.675770873000005,"{u'type': u'Point', u'coordinates': (-79.5686481188, 43.6757708751)}"
657737,1235,TR-00211,10,Tangreen Crt,Steeles Ave W,South,Tangreen Crt,West,809,18,,B,Existing,Provincial,0TS10952,Yes,Existing,0,310694.959,4850724.219,-79.426745071,43.79645768899999,"{u'type': u'Point', u'coordinates': (-79.4267450654, 43.7964576885)}"
657738,1236,TR-00213,5,Parkway Forest Dr,Don Mills Rd,East,Parkway Forest Dr,South,2225,17,,J,Existing,Provincial,00TS9196,Yes,Existing,0,317169.51,4847716.688,-79.34635726399999,43.769306655,"{u'type': u'Point', u'coordinates': (-79.3463572662, 43.7693066542)}"
657739,1237,TR-00215,1567,Dupont St,Dupont St,South,Perth Ave,West,2630,9,,J,Existing,Provincial,00TS5960,Yes,Existing,0,308575.88300000003,4836146.336,-79.453180525,43.665252642,"{u'type': u'Point', u'coordinates': (-79.4531805231, 43.6652526399)}"
657740,1238,TR-00219,204,High Park Ave,High Park Ave,West,Humberside Ave,North,3080,4,,B,Existing,Provincial,00TS6158,Yes,Existing,0,307350.179,4835628.296,-79.468381215,43.660594798999995,"{u'type': u'Point', u'coordinates': (-79.4683812194, 43.6605948001)}"
657741,1241,TR-00225,1701,Avenue Rd,Avenue Rd,East,Fairlawn Ave,South,T4776,8,,DIG-RE,Existing,Provincial,0TS10999,Yes,Existing,0,311430.344,4843093.211,-79.41770087100001,43.727763423999995,"{u'type': u'Point', u'coordinates': (-79.4177008716, 43.7277634247)}"
657742,1245,TR-00236,3427,Bathurst St,Bathurst St,East,Melrose Ave,South,689,8,,J,Existing,Provincial,0TS11002,Yes,Existing,0,310318.647,4843038.686000001,-79.431500354,43.727281736,"{u'type': u'Point', u'coordinates': (-79.4315003564, 43.727281735)}"
657743,1246,TR-00238,716,Queen St E,Queen St E,North,Broadview Ave,East,1994,14,Riverside District,J,Existing,Provincial,00TS6468,Yes,Existing,0,316928.115,4835460.433999999,-79.349631747,43.65898929,"{u'type': u'Point', u'coordinates': (-79.3496317438, 43.6589892918)}"
657744,1247,TR-00240,771,Queen St E,Queen St E,South,Saulter St,East,T3072,14,Riverside District,R,Existing,Provincial,0TS10614,Yes,Existing,0,317128.17100000003,4835507.271000001,-79.347150327,43.659407591000004,"{u'type': u'Point', u'coordinates': (-79.3471503246, 43.6594075969)}"
657745,1250,TR-03886,2440,Finch Ave W,Finch Ave W,North,Milvan Dr,East,T2620,7,Emery Village,LK,Existing,Provincial,0TS12804,Yes,Existing,0,300605.55600000004,4845575.038,-79.552082907,43.750120658,"{u'type': u'Point', u'coordinates': (-79.5520829021, 43.7501206605)}"
657746,1251,TR-03887,301,Silverstone Dr,Silverstone Dr,North,Martin Grove Rd,West,T5647,1,,LKN,Existing,Provincial,S0105647,Yes,Existing,0,296838.067,4845673.268,-79.598865653,43.750973955,"{u'type': u'Point', u'coordinates': (-79.5988656569, 43.7509739568)}"
657747,1253,TR-03946,,,Steeles Ave E,South,Maxome Ave,East,T14219,18,,T,Existing,Provincial,S2414219,Yes,Existing,0,312595.071,4851304.233,-79.403124522,43.801660882,"{u'type': u'Point', u'coordinates': (-79.4031245228, 43.801660887)}"
657748,1257,TR-03953,,,Steeles Ave E,North,Markham Rd,West,T11612,23,,T,Existing,Provincial,S4111612,Yes,Existing,0,324301.957,4855059.89,-79.257497964,43.835249684,"{u'type': u'Point', u'coordinates': (-79.2574979675, 43.835249688)}"
657749,1267,TR-00636,3690,Bathurst St,Bathurst St,West,Marquette Ave,North,629,8,,B,Existing,Provincial,0TS10928,Yes,Existing,0,310166.903,4843816.7469999995,-79.433376098,43.734286354,"{u'type': u'Point', u'coordinates': (-79.4333760992, 43.7342863527)}"
657750,1273,TR-00655,2790,Danforth Ave,Danforth Ave,North,Dawes Rd,East,T1832,19,Danforth Village,B,Existing,Provincial,0TS10818,Yes,Existing,0,321205.553,4838854.265,-79.296495776,43.689456011000004,"{u'type': u'Point', u'coordinates': (-79.296495778, 43.6894560093)}"
657751,1277,TR-00667,633,Lawrence Ave W,Shermount Ave,East,Lawrence Ave W,South,301,8,,J,Existing,Provincial,0TS10890,Yes,Existing,0,309541.89,4841845.927,-79.441152279,43.716550786000006,"{u'type': u'Point', u'coordinates': (-79.4411522779, 43.7165507921)}"
657752,1278,TR-00670,4160,Midland Ave,Midland Ave,West,Duxbury Dr,South,1731,22,,B,Existing,Provincial,0TS11012,Yes,Existing,0,321188.896,4853737.444,-79.29624834399999,43.823421905,"{u'type': u'Point', u'coordinates': (-79.2962483464, 43.8234219063)}"
657753,1282,TR-00680,555,Sherbourne St,Sherbourne St,East,Earl St,North,2016,13,,J,Existing,Provincial,00TS6676,Yes,Existing,0,314849.557,4836569.106000001,-79.375381667,43.66899979,"{u'type': u'Point', u'coordinates': (-79.3753816641, 43.6689997953)}"
657754,1286,TR-03956,,,Steeles Ave E,North,Strawberry Hills Dr,East,T9832,23,,T,Existing,Provincial,S4109832,Yes,Existing,0,322481.326,4854474.692,-79.280156224,43.83002811,"{u'type': u'Point', u'coordinates': (-79.2801562293, 43.8300281122)}"
657755,1288,TR-03960,,,Steeles Ave E,South,Mountcastle Gt,West,T9345,22,,LKN,Existing,Provincial,S3909345,Yes,Existing,0,319230.534,4853397.052,-79.32060433699999,43.820398831999995,"{u'type': u'Point', u'coordinates': (-79.3206043369, 43.8203988347)}"
657756,1298,TR-03817,2375,Steeles Ave W,Steeles Ave W,South,Alness St,East,T13435,6,DuKe Heights,J,Existing,Provincial,0TS12622,Yes,Existing,0,306397.35,4849422.244,-79.480154071,43.784760181,"{u'type': u'Point', u'coordinates': (-79.4801540686, 43.7847601831)}"
657757,1299,TR-03818,625,Brimley Rd,Brimley Rd,East,Gully Dr,South,T633,21,,LKN,Existing,Provincial,S3800633,Yes,Existing,0,324850.15,4844869.345,-79.25106237199999,43.743509346,"{u'type': u'Point', u'coordinates': (-79.2510623749, 43.743509351)}"
657758,1302,TR-00690,3310,Yonge St,Yonge St,West,Fairlawn Ave,North,2496,8,Yonge Lawrence Village,J,Existing,Provincial,00TS6832,Yes,Existing,0,312542.762,4843461.794,-79.403887693,43.731070348,"{u'type': u'Point', u'coordinates': (-79.4038876987, 43.7310703469)}"
657759,1305,TR-00697,5672,Sheppard Ave E,Sheppard Ave E,North,Malvern St,East,T4592,23,,Z,Existing,Provincial,0TS11590,Yes,Existing,0,326145.019,4850573.422,-79.23475897600001,43.794816041000004,"{u'type': u'Point', u'coordinates': (-79.2347589799, 43.7948160427)}"
657760,1312,TR-00716,15,Roncesvalles Ave,Roncesvalles Ave,East,Grafton Ave,South,T4583,4,Roncesvalles Village,T,Existing,Provincial,S1404583,Yes,Existing,0,309137.374,4833271.161,-79.446241352,43.639369108000004,"{u'type': u'Point', u'coordinates': (-79.4462413465, 43.6393691074)}"
657761,1313,TR-00718,24,Chaldean St,Birchmount Rd,West,Chaldean St,North,T392,22,,LKN,Existing,Provincial,S4000392,Yes,Existing,0,320591.924,4850420.115,-79.303767812,43.793575419,"{u'type': u'Point', u'coordinates': (-79.3037678169, 43.7935754247)}"
657762,1318,TR-00731,1884,Jane St,Church St,South,Jane St,West,T4880,5,,X,Existing,Provincial,S1104880,Yes,Existing,0,304332.058,4841023.701,-79.505806534,43.709164718000004,"{u'type': u'Point', u'coordinates': (-79.5058065327, 43.709164721)}"
657763,1321,TR-03824,662,Burnhamthorpe Rd,Burnhamthorpe Rd,South,Saturn Rd,West,T686,2,,LK,Existing,Provincial,0TS12850,Yes,Existing,0,298664.841,4833611.398,-79.576044755,43.642419052,"{u'type': u'Point', u'coordinates': (-79.576044761, 43.642419056)}"
657764,1325,TR-03965,2920,Lawrence Ave E,Lawrence Ave E,North,Barrymore Rd,East,T5230,21,,V,Existing,Provincial,00TS1204,Yes,Existing,0,324826.642,4846088.837,-79.251308799,43.754486779,"{u'type': u'Point', u'coordinates': (-79.2513087972, 43.7544867807)}"
657765,1327,TR-03964,,,Lawrence Ave E,South,Barrymore Rd,West,T5229,21,,LK,Existing,Provincial,00TS1430,Yes,Existing,0,324794.187,4846048.048,-79.251713341,43.754120511,"{u'type': u'Point', u'coordinates': (-79.2517133381, 43.7541205105)}"
657766,1328,TR-00515,298,Main St,Main St,West,Danforth Ave,South,1946,19,Danforth Village,B,Temporarily Removed,Provincial,00TS6346,Yes,Existing,0,320770.843,4838679.052,-79.301893334,43.687888346,"{u'type': u'Point', u'coordinates': (-79.3018933377, 43.6878883468)}"
657767,1331,TR-00521,249,Crawford St,Dundas St W,North,Crawford St,East,2240,11,,J,Existing,Provincial,00TS5866,Yes,Existing,0,311502.203,4834472.784,-79.416916095,43.650167805,"{u'type': u'Point', u'coordinates': (-79.4169160991, 43.6501678086)}"
657768,1332,TR-00531,279,Kingston Rd,Woodbine Ave,East,Kingston Rd,South,T8922,19,,R,Existing,Provincial,0TS11488,Yes,Existing,0,320303.873,4837108.3889999995,-79.30773087899999,43.673760284,"{u'type': u'Point', u'coordinates': (-79.307730881, 43.6737602889)}"
