_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,STYLE,BARCODE,POSTERBOARD,POSTERBOARDSTATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
2474898,4048,TR-03744,240,Dixon Rd,Dixon Rd,North,Islington Ave,East,T4988,1,,RN2,Existing,Provincial,S0204988,No,,0,301087.375,4839713.775,-79.546059664,43.697364583,"{u'type': u'Point', u'coordinates': (-79.546059662, 43.697364581)}"
2474899,4049,TR-03746,5551,Finch Ave E,Markham Rd,East,Finch Ave E,South,T9333,23,,LKN,Existing,Provincial,S4209333,Yes,Existing,0,325494.45,4852561.75,-79.24276632899999,43.812731514,"{u'type': u'Point', u'coordinates': (-79.2427663243, 43.8127315139)}"
2474900,4050,TR-05498,251,Front St E,Berkeley St,West,Front St E,South,T11164,13,St. Lawrence Market Neighbourhood,KR1,Existing,Provincial,TS13540P,Yes,Existing,0,315775.341,4834561.316000001,-79.363942432,43.650913937,"{u'type': u'Point', u'coordinates': (-79.3639424371, 43.650913942)}"
2474901,4052,TR-05198,3025,Kennedy Rd,Kennedy Rd,East,Passmore Ave,North,T10036,22,,LC,Existing,Provincial,,No,,0,320508.432,4853228.388,-79.304722969,43.81885464,"{u'type': u'Point', u'coordinates': (-79.3047229638, 43.8188546423)}"
2474902,4053,TR-02844,185,Queens Quay E,Dockside Dr,East,Queens Quay E,South,T15128,10,,U,Existing,Provincial,0TS12214,No,,0,315662.86199999996,4833885.808999999,-79.36535038,43.644835124,"{u'type': u'Point', u'coordinates': (-79.3653503805, 43.6448351246)}"
2474903,4054,TR-01757,1201,Markham Rd,Ellesmere Rd,North,Markham Rd,East,T1049,24,,V,Existing,Provincial,TS13494,Yes,Existing,0,326442.13899999997,4848564.287,-79.231147964,43.776723095,"{u'type': u'Point', u'coordinates': (-79.2311479614, 43.7767230941)}"
2474904,4055,TR-05499,265,Front St E,Berkeley St,East,Front St E,South,T9540,13,St. Lawrence Market Neighbourhood,KR1,Existing,Provincial,TS13538P,Yes,Existing,0,315784.652,4834573.76,-79.363826758,43.651025811000004,"{u'type': u'Point', u'coordinates': (-79.3638267591, 43.6510258172)}"
2474905,4056,TR-05501,68,Parliament St,Parliament St,West,Front St E,North,T9535,13,St. Lawrence Market Neighbourhood,RN2,Existing,Provincial,TS13542P,No,,0,315858.749,4834655.057,-79.362906545,43.651756496000004,"{u'type': u'Point', u'coordinates': (-79.3629065402, 43.6517565007)}"
2474906,4057,TR-05505,,,Lawrence Ave W,South,Westona St,East,T5418,2,,A,Existing,Enseicom,,No,,0,302623.821,4839702.262,-79.526998123,43.697267035,"{u'type': u'Point', u'coordinates': (-79.5269981232, 43.6972670406)}"
2474907,4058,TR-05506,,,Birchmount Rd,West,Ashtonbee Rd,North,T374,21,,A,Existing,Enseicom,,No,,0,322591.42,4843688.712,-79.279145041,43.732939929,"{u'type': u'Point', u'coordinates': (-79.2791450446, 43.7329399272)}"
2474908,4060,TR-05939,797,Scarborough Golf Club Rd,Scarborough Golf Club Rd,East,Mossbank Dr,South,T11095,24,,RN1,Existing,Provincial,S4311095,No,,0,327540.355,4847528.395,-79.217549284,43.767366058,"{u'type': u'Point', u'coordinates': (-79.2175492881, 43.7673660632)}"
2474909,4061,TR-05959,230,Staines Rd,Staines Rd,West,Warbler Crcl,North,T14107,25,,LKN,Existing,Provincial,S4214107,Yes,Existing,0,327186.4,4854118.27,-79.221670409,43.82669245899999,"{u'type': u'Point', u'coordinates': (-79.2216704105, 43.8266924605)}"
2474910,4062,TR-05937,,,Torbarrie Rd,West,Sergio Marchi St,North,T14522,7,,RN1,Existing,Provincial,S0714522,No,,0,302839.326,4843354.06,-79.524337817,43.730138427,"{u'type': u'Point', u'coordinates': (-79.5243378231, 43.7301384255)}"
2474911,4063,TR-05988,815,Middlefield Rd,Middlefield Rd,East,Pebblewood Ave,South,T6595,23,,LKN,Existing,Provincial,S4106595,Yes,Existing,0,323865.778,4853701.757,-79.262970081,43.823036509,"{u'type': u'Point', u'coordinates': (-79.2629700817, 43.8230365108)}"
2474912,4064,TR-05984,5760,Finch Ave E,Finchdene Sq,West,Finch Ave E,North,T10724,23,,LCN,Existing,Provincial,S4210724,No,,0,326380.828,4852899.619,-79.231735082,43.815747339,"{u'type': u'Point', u'coordinates': (-79.2317350779, 43.8157473449)}"
2474913,4065,TR-05940,78,Densgrove Rd,Scarborough Golf Club Rd,West,Densgrove Rd,North,T6039,24,,LKN,Existing,Provincial,S3706039,Yes,Existing,0,327509.027,4847563.688,-79.21793690000001,43.767684693,"{u'type': u'Point', u'coordinates': (-79.2179369058, 43.7676846988)}"
2474914,4066,TR-05993,,,Van Horne Ave,South,Edmonton Dr,East,T7385,17,,LCN,Existing,Provincial,S3307385,No,,0,317714.645,4849680.348,-79.33953886399999,43.786972498000004,"{u'type': u'Point', u'coordinates': (-79.3395388635, 43.7869724986)}"
2474915,4068,TR-06161,,,The Queensway,South,South Kingsway,East,T15145,4,,LKN,Existing,Provincial,S1315145,Yes,Existing,0,306981.429,4832865.706,-79.472964378,43.635728895,"{u'type': u'Point', u'coordinates': (-79.4729643773, 43.6357288956)}"
2474916,4070,TR-06163,,,Industry St,West,Bertal Rd,South,T9325,5,,LCN,Existing,Provincial,S1209325,No,,0,305660.462,4839080.136,-79.489325924,43.691669788999995,"{u'type': u'Point', u'coordinates': (-79.4893259247, 43.691669793)}"
2474917,4072,TR-06345,,,Laird Dr,East,Wicksteed Ave,South,T5148,15,,KR2,Existing,Provincial,TS13786P,Yes,Existing,0,315818.657,4841139.887,-79.363271058,43.710128911000005,"{u'type': u'Point', u'coordinates': (-79.3632710575, 43.7101289139)}"
2474918,4073,TR-06344,,,Mabelle Ave,East,Dundas St W,South,T9530,3,Village of Islington,LCN,Existing,Provincial,S0509530,No,,0,302378.019,4834063.438999999,-79.530022284,43.646509393,"{u'type': u'Point', u'coordinates': (-79.5300222807, 43.6465093952)}"
2474919,4074,TR-06339,525,Cosburn Ave,Cosburn Ave,South,Roosevelt Rd,East,T9453,14,,RN2,Existing,Provincial,S2909453,No,,0,318459.836,4839299.71,-79.33054383300001,43.693521131000004,"{u'type': u'Point', u'coordinates': (-79.3305438318, 43.6935211362)}"
2474920,4075,TR-06334,2700,Kingston Rd,Kingston Rd,West,Chine Dr,North,T13334,20,,RN2,Existing,Provincial,S3613334,No,,0,325480.69899999996,4841796.072,-79.243351863,43.71582904899999,"{u'type': u'Point', u'coordinates': (-79.2433518616, 43.7158290552)}"
2474921,4076,TR-06342,1201,Bayview Ave,Bayview Ave,East,Nesbitt Dr,South,T14493,15,,LC,Existing,Provincial,0TS13764,No,,0,315600.436,4839366.7069999995,-79.36601447,43.694171275,"{u'type': u'Point', u'coordinates': (-79.3660144735, 43.6941712759)}"
2474922,4078,TR-06327,2749,Lake Shore Blvd W,Lake Shore Blvd W,South,First St,West,T13946,3,Lakeshore Village,LKN,Existing,Provincial,,Yes,Existing,0,304903.045,4829132.61,-79.498723618,43.602128953999994,"{u'type': u'Point', u'coordinates': (-79.4987236188, 43.6021289539)}"
2474923,4079,TR-06340,,,Cosburn Ave,North,Linsmore Cres,East,T9466,14,,LKN,Existing,Provincial,S2909466,Yes,Existing,0,318159.837,4839224.744,-79.334267286,43.692851805,"{u'type': u'Point', u'coordinates': (-79.3342672918, 43.6928518046)}"
2474924,4081,TR-01392,455,Sentinel Rd,Sentinel Rd,East,Fountainhead Rd,North,T8084,7,,T,Existing,Provincial,S0808084,Yes,,0,304765.097,4846959.608,-79.50043348300001,43.762595309,"{u'type': u'Point', u'coordinates': (-79.5004334847, 43.7625953089)}"
2474925,4082,TR-01396,1150,Finch Ave W,Finch Ave W,North,Alexdon Rd,East,T2603,6,DuKe Heights,LK,Existing,Provincial,0TS11670,Yes,Existing,0,306100.11600000004,4847251.698,-79.48385224399999,43.765223321,"{u'type': u'Point', u'coordinates': (-79.4838522464, 43.7652233243)}"
2474926,4083,TR-02364,640,Markham Rd,Markham Rd,West,Lawrence Ave E,North,T5568,24,,LK,Existing,Provincial,00TS1296,Yes,Existing,0,326897.854,4846709.725,-79.225563186,43.760016586999996,"{u'type': u'Point', u'coordinates': (-79.2255631853, 43.7600165925)}"
2474927,4084,TR-02366,2131,Lawrence Ave E,Lawrence Ave E,South,Underwriters Rd,West,T5325,21,Wexford Heights,LC,Existing,Provincial,00TS9806,No,,0,321832.983,4845203.069,-79.288511917,43.746588691999996,"{u'type': u'Point', u'coordinates': (-79.2885119132, 43.7465886985)}"
2474928,4085,TR-02372,2851,Kingston Rd,St Clair Ave E,South,Kingston Rd,West,T4626,20,,US,Existing,Provincial,00TS1178,No,,0,326009.701,4842456.355,-79.236760981,43.721757433,"{u'type': u'Point', u'coordinates': (-79.2367609787, 43.721757438)}"
2474929,4086,TR-02375,4100,Lawrence Ave E,Lawrence Ave E,North,Galloway Rd,East,T5267,24,,U,Existing,Provincial,00TS1156,No,,0,329256.24100000004,4847421.345,-79.196241971,43.766347843999995,"{u'type': u'Point', u'coordinates': (-79.1962419755, 43.7663478461)}"
2474930,4087,TR-02377,2627,Mccowan Rd,Mccowan Rd,East,Finch Ave E,South,T1296,23,,V,Existing,Provincial,00TS9718,Yes,Existing,0,323608.402,4852014.115,-79.26622908,43.807852591999996,"{u'type': u'Point', u'coordinates': (-79.266229077, 43.8078525939)}"
2474931,4088,TR-02382,71,Jane St,Jane St,East,Weatherell St,South,T1175,4,,Q,Existing,Provincial,0TS6174P,No,,0,305994.973,4834602.941000001,-79.48518622,43.651368629,"{u'type': u'Point', u'coordinates': (-79.4851862144, 43.6513686313)}"
2474932,4089,TR-02392,3575,Dundas St W,Jane St,East,Dundas St W,South,T3882,4,,LCN,Existing,Provincial,S1303882,No,,0,305533.189,4836166.75,-79.49090871199999,43.665445618,"{u'type': u'Point', u'coordinates': (-79.4909087131, 43.6654456196)}"
2474933,4090,TR-02393,84,Geary Ave,Dovercourt Rd,West,Geary Ave,North,T10765,9,,LC,Existing,Provincial,00TS8626,No,,0,310180.077,4836762.875,-79.43328301,43.670792426999995,"{u'type': u'Point', u'coordinates': (-79.4332830078, 43.6707924316)}"
2474934,4091,TR-02395,1675-1677,Jane St,Jane St,East,Lawrence Ave W,South,T3906,5,,LK,Existing,Provincial,00TS3268,Yes,Existing,0,304511.775,4840294.539,-79.503576099,43.702601423000004,"{u'type': u'Point', u'coordinates': (-79.5035760955, 43.7026014259)}"
2474935,4092,TR-02401,120,Widdicombe Hill Blvd,Eglinton Ave W,North,Widdicombe Hill Blvd,West,T2421,2,,LC,Existing,Provincial,0TS13786,No,,0,300124.312,4837309.554,-79.55798678800001,43.675718024,"{u'type': u'Point', u'coordinates': (-79.5579867825, 43.6757180288)}"
2474936,4093,TR-02403,1887,Lawrence Ave E,Lawrence Ave E,South,Wexford Blvd,West,T5332,21,Wexford Heights,LC,Existing,Provincial,00TS9738,No,,0,320785.561,4844891.91,-79.301526288,43.743811226000005,"{u'type': u'Point', u'coordinates': (-79.301526283, 43.743811231)}"
2474937,4094,TR-02410,1468,Queen St W,Lansdowne Ave,West,Queen St W,North,T5218,4,Parkdale Village,Q,Existing,Provincial,0TS6314P,No,,0,309891.61,4833443.728999999,-79.436891505,43.640917673999994,"{u'type': u'Point', u'coordinates': (-79.4368915092, 43.6409176779)}"
2474938,4095,TR-02412,3233,Eglinton Ave E,Kingston Rd,North,Eglinton Ave E,West,T2787,24,,LC,Existing,Provincial,00TS1172,No,,0,327959.256,4844856.126,-79.212461511,43.743299769,"{u'type': u'Point', u'coordinates': (-79.2124615128, 43.7432997751)}"
2474939,4096,TR-02419,1129,Leslie St,Leslie St,East,Eglinton Ave E,North,T5424,16,,LC,Existing,Provincial,00TS9426,No,,0,316971.015,4842806.405,-79.348933979,43.725111616999996,"{u'type': u'Point', u'coordinates': (-79.3489339766, 43.7251116162)}"
2474940,4097,TR-02422,1100,Lansdowne Ave,Lansdowne Ave,West,Davenport Rd,South,T5213,9,,LC,Existing,Provincial,00TS6304,No,,0,308968.771,4836798.732,-79.448303823,43.671122972,"{u'type': u'Point', u'coordinates': (-79.4483038273, 43.6711229721)}"
2474941,4098,TR-02424,191,Hollyberry Trl,Steeles Ave E,South,Woodbine S 404 S Ramp,West,T13339,17,,US,Existing,Provincial,00TS9476,No,,0,316954.247,4852648.603,-79.34891927,43.81370291,"{u'type': u'Point', u'coordinates': (-79.3489192703, 43.8137029111)}"
2474942,4099,TR-03521,,,Birchmount Rd,East,Allanford Rd,South,T463,21,,T,Existing,Provincial,S4000463,Yes,Existing,0,321392.98600000003,4848006.03,-79.293888457,43.771828491,"{u'type': u'Point', u'coordinates': (-79.293888461, 43.7718284953)}"
2474943,4100,TR-03523,1412,Warden Ave,Warden Ave,West,Canadian Rd,North,T8545,21,,RN1,Existing,Provincial,S3708545,No,,0,320882.821,4846539.401000001,-79.300269413,43.758638435,"{u'type': u'Point', u'coordinates': (-79.300269419, 43.7586384366)}"
2474944,4101,TR-03527,70,Modern Rd,Birchmount Rd,West,Modern Rd,North,T437,21,,LCN,Existing,Provincial,S3700437,No,,0,322220.412,4844948.38,-79.283709731,43.7442872,"{u'type': u'Point', u'coordinates': (-79.2837097331, 43.7442872034)}"
2474945,4102,TR-03530,,,Birchmount Rd,West,Ranstone Gdns,North,T442,21,,LKN,Existing,Provincial,S3700442,Yes,Existing,0,322403.69800000003,4844343.013,-79.281453915,43.738833871000004,"{u'type': u'Point', u'coordinates': (-79.281453909, 43.7388338744)}"
2474946,4103,TR-03532,1100,Birchmount Rd,Birchmount Rd,West,Bertrand Ave,North,T380,21,,LKN,Existing,Provincial,S3700380,Yes,Existing,0,322516.478,4843963.772,-79.280066275,43.735417575,"{u'type': u'Point', u'coordinates': (-79.2800662745, 43.7354175806)}"
2474947,4106,TR-03541,3110,Kingston Rd,Kingston Rd,North,Fenwood Hts,West,T4224,20,,LCN,Existing,Provincial,S3604224,No,,0,326549.717,4843090.596,-79.230033143,43.727450698999995,"{u'type': u'Point', u'coordinates': (-79.2300331383, 43.7274507008)}"
2474948,4107,TR-03544,2938,Lake Shore Blvd W,Islington Ave,West,Lake Shore Blvd W,North,T3812,3,Lakeshore Village,Q,Existing,Provincial,TS12518P,No,,0,304358.847,4829000.175,-79.50546429,43.600936725,"{u'type': u'Point', u'coordinates': (-79.5054642948, 43.6009367249)}"
2474949,4108,TR-03546,219,Islington Ave,Islington Ave,East,Birmingham St,North,T3769,3,,LCN,Existing,Provincial,S0603769,No,,0,304286.39,4829320.321,-79.506362075,43.603818454,"{u'type': u'Point', u'coordinates': (-79.5063620794, 43.6038184526)}"
2474950,4109,TR-03552,929,The Queensway,The Queensway,South,Canmotor Ave,West,T6876,3,shoptheQueensway.com,LKN,Existing,Provincial,S0506876,Yes,Existing,0,303843.683,4831581.7639999995,-79.511849878,43.624174213,"{u'type': u'Point', u'coordinates': (-79.5118498806, 43.624174211)}"
2474951,4110,SH-03692,80,Danforth Ave,Broadview Ave,West,Danforth Ave,North,T3371,14,Broadview Danforth,A,Existing,Enseicom,,No,,0,316164.098,4837393.999,-79.35906352399999,43.67640597,"{u'type': u'Point', u'coordinates': (-79.3590635258, 43.676405971)}"
2474952,4116,SH-01089,62,Oakwood Ave,Oakwood Ave,West,Highview Cres,North,T5908,9,,C,Existing,Enseicom,,No,,0,310073.835,4837377.669,-79.43459447800001,43.676327148,"{u'type': u'Point', u'coordinates': (-79.4345944776, 43.6763271497)}"
2474953,4117,SH-02706,710,Markham Rd,Markham Rd,West,Greenbrae Crct,North,T5563,24,,B,Existing,Enseicom,,No,,0,326822.615,4846976.941000001,-79.226486622,43.762424067,"{u'type': u'Point', u'coordinates': (-79.2264866229, 43.7624240658)}"
2474954,4118,SH-00576,387,Military Trail,Neilson Rd,West,Military Trl,South,T1386,24,,B,Existing,Enseicom,,Yes,Existing,0,328291.412,4849789.036,-79.208121808,43.787690756,"{u'type': u'Point', u'coordinates': (-79.2081218027, 43.7876907571)}"
2474955,4125,SH-02775,825,Don Mills Rd,Eglinton Ave E,North,Don Mills Rd,East,T2263,16,,A,Temporarily Removed,Enseicom,,No,,0,317818.75800000003,4842335.477,-79.338423267,43.72085830100001,"{u'type': u'Point', u'coordinates': (-79.3384232662, 43.7208583034)}"
2474956,4131,SH-00635,1139-1141,Kennedy Rd,Kennedy Ave,East,Cornwallis Dr,North,T4075,21,Kennedy Road,B,Existing,Enseicom,,No,,0,322865.747,4845818.634,-79.275668116,43.752105033,"{u'type': u'Point', u'coordinates': (-79.2756681178, 43.7521050366)}"
2474957,4132,SH-00661,1501,Victoria Park Ave,Eglinton Ave E,South,Victoria Park Ave,East,,20,,Standard Daytech,Temporarily Removed,Daytech,,No,,0,320741.453,4842751.557,-79.302137361,43.724546491000005,"{u'type': u'Point', u'coordinates': (-79.3021373583, 43.7245464886)}"
2474958,4133,SH-01968,1131,Sandhurst Crcl,Mccowan Rd,East,1121 Sandhurst Crcl,South,T1319,23,,A,Existing,Enseicom,,No,,0,323483.80600000004,4852269.148,-79.267768788,43.810151309,"{u'type': u'Point', u'coordinates': (-79.2677687826, 43.8101513123)}"
2474959,4134,SH-00108,32,Goodmark Pl,Steeles Ave W,South,Highway 27 S,West,T10862,1,,A,Existing,Enseicom,,No,,0,295566.49100000004,4846142.316000001,-79.614663224,43.75518119,"{u'type': u'Point', u'coordinates': (-79.6146632206, 43.7551811945)}"
2474960,4136,SH-01563,305,Dawlish Ave,Bayview Ave,West,Dawlish Ave,South,T1718,15,,A,Existing,Enseicom,,No,,0,314486.877,4842715.953,-79.379768524,43.724334028,"{u'type': u'Point', u'coordinates': (-79.3797685248, 43.7243340287)}"
2474961,4137,SH-02214,873,Yonge St,Yonge St,West,Frichot Ave,South,T3210,11,,A,Existing,Enseicom,,No,,0,313812.289,4837134.297,-79.388234717,43.674100552,"{u'type': u'Point', u'coordinates': (-79.3882347165, 43.6741005536)}"
2474962,4139,SH-01924,3701-3741,Chesswood Dr,Sheppard Ave W,North,Chesswood Dr,East,T3108,6,DuKe Heights,A,Existing,Enseicom,,No,,0,306914.912,4846184.051,-79.473736483,43.755611356,"{u'type': u'Point', u'coordinates': (-79.473736489, 43.7556113568)}"
2474963,4140,SH-01786,2360,Kennedy Rd,Kennedy Rd,West,Bonis Ave,South,T4112,22,,A,Existing,Enseicom,,No,,0,321748.156,4849498.754,-79.289429561,43.785256611,"{u'type': u'Point', u'coordinates': (-79.2894295608, 43.7852566091)}"
2474964,4141,TR-03752,4575,Steeles Ave E,Kennedy Rd,East,Steeles Ave E,South,T10511,22,,S,Existing,Provincial,S3910511,No,,0,320343.87,4853747.4969999995,-79.30675360800001,43.823530639,"{u'type': u'Point', u'coordinates': (-79.3067536097, 43.8235306403)}"
2474965,4142,TR-03338,18,The Donway E,Lawrence Ave E,South,The Donway E,West,T5259,16,,US,Existing,Provincial,00TS9346,No,,0,317593.283,4844189.5430000005,-79.341177551,43.737551042,"{u'type': u'Point', u'coordinates': (-79.3411775499, 43.7375510475)}"
2474966,4144,TR-03342,4,Elm Rd,Lawrence Ave W,North,Elm Rd,West,T5368,8,,LC,Existing,Provincial,00TS6322,No,,0,311862.751,4842573.449,-79.412340445,43.723080933999995,"{u'type': u'Point', u'coordinates': (-79.4123404493, 43.7230809358)}"
2474967,4145,TR-03344,,,Wilson Ave,South,Bathurst St,East,T8839,6,,U,Existing,Provincial,00TS9176,No,,0,310167.382,4844150.569,-79.433366826,43.737291157,"{u'type': u'Point', u'coordinates': (-79.4333668212, 43.7372911546)}"
2474968,4146,TR-03346,215,Yonge Blvd,Wilson Ave,North,Yonge Blvd,East,T8890,8,,LC,Existing,Provincial,00TS9304,No,,0,311638.067,4844615.202,-79.415103156,43.741461314,"{u'type': u'Point', u'coordinates': (-79.4151031614, 43.7414613123)}"
2474969,4147,TR-03350,4455,Bathurst St,Bathurst St,East,Codsell Ave,South,T108,6,,LC,Existing,Provincial,00TS9314,No,,0,309714.905,4846489.034,-79.438962694,43.758343283,"{u'type': u'Point', u'coordinates': (-79.4389626927, 43.7583432874)}"
2474970,4148,TR-03352,755,Steeles Ave W,Steeles Ave W,South,Village Gt,West,T1603,18,,LC,Existing,Provincial,00TS9284,No,,0,309532.839,4850370.591,-79.441189503,43.793282981000004,"{u'type': u'Point', u'coordinates': (-79.4411895047, 43.7932829813)}"
2474971,4149,TR-03356,215,Mcnicoll Ave,Don Mills Rd,East,Mcnicoll Ave,South,T1952,17,,LK,Existing,Provincial,00TS9404,Yes,Existing,0,316546.755,4851054.916,-79.354019439,43.799364583999996,"{u'type': u'Point', u'coordinates': (-79.3540194331, 43.7993645824)}"
2474972,4150,TR-03357,548,Gerrard St E,Gerrard St E,North,St Matthews Rd,East,T1108,14,,LC,Existing,Provincial,00TS8606,No,,0,316504.642,4836129.694,-79.354867567,43.665020293999994,"{u'type': u'Point', u'coordinates': (-79.3548675697, 43.665020297)}"
2474973,4151,TR-03359,651,Fleet St,Lake Shore Blvd W,South,Bastion St,West,T14512,10,CityPlace and Fort York,LCN,Existing,Provincial,S1914512,No,,0,312561.081,4832885.041,-79.403812528,43.635865666,"{u'type': u'Point', u'coordinates': (-79.4038125333, 43.6358656681)}"
2474974,4152,TR-03366,3004,Islington Ave,Islington Ave,West,Muir Ave,North,T3819,7,,LC,Existing,Provincial,00TS9090,No,,0,298998.995,4846688.903,-79.572043773,43.760135937,"{u'type': u'Point', u'coordinates': (-79.572043772, 43.7601359384)}"
2474975,4153,TR-03368,1200,Barmac Dr,Steeles Ave W,East,Barmac Dr,West,T8260,7,Emery Village,LC,Existing,Provincial,00TS9402,No,,0,300354.98,4847600.723,-79.55521109600001,43.76835276600001,"{u'type': u'Point', u'coordinates': (-79.5552110959, 43.7683527658)}"
2474976,4154,TR-03372,3492,Weston Rd,Weston Rd,West,Finch Ave W,South,T8722,7,Emery Village,KF2,Temporarily Removed,Provincial,,No,,0,301378.293,4845750.42,-79.542488858,43.751703278,"{u'type': u'Point', u'coordinates': (-79.542488856, 43.7517032784)}"
2474977,4155,TR-03374,1A,White Ave,Jane St,West,White Ave,South,2539,5,,A,Existing,Provincial,00TS9368,No,,0,305434.368,4836411.963,-79.492133771,43.667652955,"{u'type': u'Point', u'coordinates': (-79.4921337707, 43.667652955)}"
2474978,4156,TR-03378,330-338,Keele St,Annette St,North,Keele St,West,3033,4,,I,Existing,Provincial,00TS5430,No,,0,307666.446,4835994.7069999995,-79.46445799,43.663891833,"{u'type': u'Point', u'coordinates': (-79.4644579901, 43.6638918385)}"
2474979,4157,TR-03384,,,Bathurst St,Centre East,Niagara St,South,T15224C,10,,Q,Existing,Provincial,TS12282L,No,,0,312722.13399999996,4833544.163,-79.40180685,43.641796969,"{u'type': u'Point', u'coordinates': (-79.4018068538, 43.6417969697)}"
2474980,4158,TR-03389,,,Lake Shore Blvd W,Centre South,Park Lawn Rd,East,T5175B,3,,Q,Existing,Provincial,TS12372L,No,,0,306430.982,4831740.783,-79.479789761,43.625604428,"{u'type': u'Point', u'coordinates': (-79.4797897558, 43.6256044326)}"
2474981,4159,TR-03391,,,Lake Shore Blvd W,Centre South,Thirty Seventh St,West,T5164A,3,,Q,Existing,Provincial,TS12316R,No,,0,301682.48,4828151.201,-79.538609934,43.593288343000005,"{u'type': u'Point', u'coordinates': (-79.5386099395, 43.5932883426)}"
2474982,4160,SH-02150,40,Dancy Ave,Kennedy Rd,West,Dancy Ave,North,T4078,22,,A,Existing,Enseicom,,No,,0,320964.877,4851740.216,-79.299093673,43.80544969,"{u'type': u'Point', u'coordinates': (-79.2990936786, 43.8054496956)}"
2474983,4172,TR-06348,,,Laird Dr,West,McRae Dr,North,T5145,15,,LK,Existing,Provincial,0TS13770,Yes,Existing,0,315785.727,4841182.239,-79.363678811,43.710510622,"{u'type': u'Point', u'coordinates': (-79.363678816, 43.7105106225)}"
2474984,4173,TR-06349,,,Neilson Rd,West,Finch Ave E,South,T1380,23,,LCN,Existing,Provincial,S4201380,No,,0,326732.69800000003,4852871.916,-79.227362265,43.815487635,"{u'type': u'Point', u'coordinates': (-79.2273622684, 43.8154876397)}"
2474985,4175,TR-06351,,,Harold Evans Cres,South,Gordon Baker Rd,East,T2691,17,,LKN,Existing,Provincial,S2402691,Yes,Existing,0,317334.56,4851680.008,-79.34421455,43.804978164,"{u'type': u'Point', u'coordinates': (-79.344214551, 43.8049781663)}"
2474986,4176,TR-06353,396,Vaughan Rd,Vaughan Rd,South,Arlington Ave,East,T8403,12,,RN1,Existing,Provincial,,No,,0,310319.92100000003,4838756.922,-79.431528425,43.688740433,"{u'type': u'Point', u'coordinates': (-79.4315284298, 43.6887404384)}"
2474987,4177,TR-06493,,,Woodbine Ave,East,O'Connor Dr,South,T8907,19,,LC,Existing,Provincial,,No,,0,319404.814,4840013.446,-79.318801678,43.69992766399999,"{u'type': u'Point', u'coordinates': (-79.3188016828, 43.6999276677)}"
2474988,4178,TR-06356,4050,Yonge St,Yonge St,West,Wilson Ave,North,T9066,8,,LCN,Existing,Provincial,S1609066,No,,0,312294.419,4844936.598,-79.406949872,43.74434792,"{u'type': u'Point', u'coordinates': (-79.4069498662, 43.74434792)}"
2474989,4181,TR-06495,1150,Sheppard Ave W,Sheppard Ave W,North,Kodiak Cres,East,T6076,6,DuKe Heights,D,Existing,Enseicom,,No,,0,307270.49100000004,4845999.677,-79.469321667,43.753950669,"{u'type': u'Point', u'coordinates': (-79.4693216676, 43.7539506706)}"
2474990,4182,TR-06496,28,Colonel Samuel Smith Park Dr,Colonel Samuel Smith Park Dr,West,Lake Shore Blvd W,South,T12120,3,,S,Existing,Provincial,S0612120,No,,0,303453.215,4828265.295,-79.516679979,43.594320653000004,"{u'type': u'Point', u'coordinates': (-79.5166799817, 43.594320657)}"
2474991,4183,TR-06499,,,Ellesmere Rd,North,Kennedy Rd,East,T15189,21,,LCN,Existing,Provincial,,No,,0,322718.518,4847470.787,-79.27744121,43.766979833,"{u'type': u'Point', u'coordinates': (-79.2774412075, 43.7669798388)}"
2474992,4184,TR-06500,2662,Danforth Ave,Danforth Ave,North,Barrington Ave,East,T13464,19,Danforth Village,LKN,Existing,Provincial,,Yes,Existing,0,320983.318,4838783.885,-79.299254615,43.688827375,"{u'type': u'Point', u'coordinates': (-79.299254609, 43.6888273763)}"
2474993,4185,TR-06505,30,Thistle Down Blvd,Thistle Down Blvd,North,Albion Rd,East,T11575,1,,LKN,Existing,Provincial,,Yes,Existing,0,299908.731,4844018.053,-79.56072129100001,43.736101643000005,"{u'type': u'Point', u'coordinates': (-79.5607212885, 43.7361016418)}"
2474994,4186,TR-06506,,,Albion Rd,North,Todd Brook Dr,West,T1680,1,,LCN,Existing,Provincial,,No,,0,298866.75800000003,4844312.1,-79.57365981,43.738740817,"{u'type': u'Point', u'coordinates': (-79.5736598052, 43.7387408188)}"
2474995,4190,TR-06511,,,Sheppard Ave E,South,Massie St,East,T15732,23,Sheppard East Village,LC,Existing,Provincial,,No,,0,325333.273,4850311.573,-79.244855955,43.79248209,"{u'type': u'Point', u'coordinates': (-79.2448559599, 43.7924820921)}"
2474996,4191,TR-06513,,,Northover St,West,Sheppard Ave W,South,T11222,6,,LCN,Existing,Provincial,,No,,0,304695.451,4844545.881,-79.501298003,43.740868855,"{u'type': u'Point', u'coordinates': (-79.5012979973, 43.7408688603)}"
2474997,4192,TR-06514,,,Arleta Ave,West,Sheppard Ave W,North,T9220,7,,RN1,Existing,Provincial,,No,,0,304665.149,4844636.4969999995,-79.501674225,43.74168451,"{u'type': u'Point', u'coordinates': (-79.5016742255, 43.7416845097)}"
