_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,STYLE,BARCODE,POSTERBOARD,POSTERBOARDSTATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
2472627,19,SH-03601,63,Hunting Ridge,Kipling Ave,East,Hunting Ridge,South,T4328,2,,A,Existing,Enseicom,,No,,0,300564.42,4837924.925,-79.55253349899999,43.681259811000004,"{u'type': u'Point', u'coordinates': (-79.5525335015, 43.6812598143)}"
2472628,21,SH-01121,7,Arleta Ave,Sheppard Ave W,North,Northover St,East,T6058,7,,C,Existing,Enseicom,,No,,0,304691.67,4844635.393,-79.50134496,43.741674577,"{u'type': u'Point', u'coordinates': (-79.5013449572, 43.7416745767)}"
2472629,28,SH-03122,4002,Sheppard Ave E,Sheppard Ave E,North,Kennedy Rd,East,T7197,22,,C,Existing,Enseicom,,No,,0,321859.735,4849304.978,-79.288049434,43.783509851999995,"{u'type': u'Point', u'coordinates': (-79.2880494321, 43.7835098518)}"
2472630,32,SH-01658,63,Silversted Dr,Mccowan Rd,West,Kenhatch Blvd,North,T1302,23,,B,Existing,Enseicom,,Yes,Existing,0,323790.339,4851319.701,-79.26399240100001,43.801597493,"{u'type': u'Point', u'coordinates': (-79.2639923973, 43.8015974975)}"
2472631,34,SH-03367,5810,Sheppard Ave E,Sheppard Ave E,North,Gateforth Dr,East,T9965,23,,D,Existing,Enseicom,,Yes,Existing,0,326518.791,4850682.72,-79.230109971,43.795788965,"{u'type': u'Point', u'coordinates': (-79.2301099749, 43.7957889642)}"
2472632,38,SH-02812,607,Eglinton Ave E,Eglinton Ave E,South,Bayview Ave,West,T2238,15,,A,Temporarily Removed,Enseicom,,No,,0,314678.005,4841222.965,-79.377423685,43.710892769,"{u'type': u'Point', u'coordinates': (-79.3774236876, 43.7108927739)}"
2472633,40,SH-03913,1095,Neilson Rd,Neilson Rd,East,Sewells Rd,South,T1399,25,,D,Existing,Enseicom,,No,,0,327464.015,4851866.223999999,-79.218314178,43.806413362,"{u'type': u'Point', u'coordinates': (-79.2183141765, 43.80641336)}"
2472634,45,SH-00624,47,Bathurst St,Bathurst St,East,Wellington St W,South,T217,10,,A,Temporarily Removed,Enseicom,,No,,0,312707.0,4833631.37,-79.401993158,43.642582106000006,"{u'type': u'Point', u'coordinates': (-79.4019931602, 43.6425821124)}"
2472635,54,SH-03135,2345,Finch Ave W,Weston Rd,East,Finch Ave W,South,T8723,7,Emery Village,A,Temporarily Removed,Enseicom,,No,,0,301406.751,4845764.778,-79.542135568,43.751832644,"{u'type': u'Point', u'coordinates': (-79.5421355711, 43.7518326485)}"
2472636,59,SH-01797,755,York Mills Rd,Leslie St,West,York Mills Rd,South,T9169,15,,A,Existing,Enseicom,,No,,0,316068.16,4845853.568,-79.36007627800001,43.752553981999995,"{u'type': u'Point', u'coordinates': (-79.3600762749, 43.7525539844)}"
2472637,64,SH-01079,2500,Sheppard Ave E,Victoria Park Ave,West,Sheppard Ave E,North,T7426,17,,C,Existing,Enseicom,,No,,0,319020.286,4848412.374,-79.323350293,43.775535399,"{u'type': u'Point', u'coordinates': (-79.3233502906, 43.7755353968)}"
2472638,67,SH-01713,155,Culford Rd,Lawrence Ave W,South,Culford Rd,East,T5356,5,,A,Existing,Enseicom,,No,,0,305821.61,4840706.7069999995,-79.487323792,43.706310818999995,"{u'type': u'Point', u'coordinates': (-79.4873237914, 43.7063108168)}"
2472639,69,SH-00626,5359,Dundas St W,Dundas St W,South,Poplar Ave,West,T2180,3,,B,Existing,Enseicom,,Yes,Existing,0,301560.57899999997,4832870.2930000005,-79.540147909,43.635766331000006,"{u'type': u'Point', u'coordinates': (-79.5401479114, 43.635766332)}"
2472640,70,SH-02437,3077,Weston Rd,Weston Rd,West,Mainshep Rd,North,T11717,7,Emery Village,C,Existing,Enseicom,,No,,0,301755.25800000003,4843539.74,-79.53779540000001,43.731806113999994,"{u'type': u'Point', u'coordinates': (-79.537795395, 43.7318061169)}"
2472641,71,SH-03650,1111A,College St,College St,South,Dufferin St,West,T826,9,College West,B,Existing,Enseicom,,Yes,Existing,0,310226.568,4834724.737,-79.432726976,43.652446128,"{u'type': u'Point', u'coordinates': (-79.4327269729, 43.652446126)}"
2472642,76,SH-00232,781,Warden Ave,Warden Ave,West,Civic Rd,,T8548,20,,A,Existing,Enseicom,,No,,0,321975.92100000003,4842837.7530000005,-79.2868127,43.725294801000004,"{u'type': u'Point', u'coordinates': (-79.2868126979, 43.7252948046)}"
2472643,82,SH-02343,2200,Jane St,Jane St,East,Wilson Ave,North,T3940,6,,A,Existing,Enseicom,,No,,0,304116.891,4842371.197,-79.508478179,43.721293716000005,"{u'type': u'Point', u'coordinates': (-79.5084781764, 43.7212937143)}"
2472644,89,SH-00692,986,The Queensway,The Queensway,North,Islington Ave,East,T6895,3,shoptheQueensway.com,A,Existing,Enseicom,,No,,0,303638.38899999997,4831545.875,-79.514393629,43.623850868999995,"{u'type': u'Point', u'coordinates': (-79.514393635, 43.6238508677)}"
2472645,92,SH-03025,300,The East Mall,The East Mall,West,Bloor St W,North,T2202,2,,A,Existing,Enseicom,,No,,0,300200.689,4833028.718,-79.55700310600001,43.63718521,"{u'type': u'Point', u'coordinates': (-79.5570031109, 43.637185214)}"
2472646,110,SH-03390,1,Glen Watford Dr,Sheppard Ave E,North,Glen Watford Dr,East,T6054,23,Sheppard East Village,C,Existing,Enseicom,,No,,0,322847.532,4849599.552,-79.275767196,43.786137913000005,"{u'type': u'Point', u'coordinates': (-79.2757671973, 43.7861379186)}"
2472647,116,SH-01412,1200,Eglinton Ave E,Eglinton Ave E,North,Dvp S Eglinton Ramp,East,T2267,16,,A,Temporarily Removed,Enseicom,,No,,0,318377.355,4842570.24,-79.331484585,43.722961441,"{u'type': u'Point', u'coordinates': (-79.3314845851, 43.722961444)}"
2472648,118,SH-02260,1960,Eglinton Ave E,Warden Ave,East,Eglinton Ave E,North,,21,,Standard Daytech,Existing,Daytech,,No,,0,321905.23699999996,4843191.0819999995,-79.287678793,43.728476812,"{u'type': u'Point', u'coordinates': (-79.2876787875, 43.7284768149)}"
2472649,124,SH-02130,220X,The East Mall,,,Yarn Rd,,,3,,Standard Daytech,Temporarily Removed,Daytech,,No,,0,300486.664,4832455.533,-79.553454209,43.632027471,"{u'type': u'Point', u'coordinates': (-79.5534542115, 43.6320274691)}"
2472650,127,SH-02664,245,Eglinton Ave E,Eglinton Ave E,South,Taunton Rd,West,T9113,15,Mount Pleasant Village,B,Temporarily Removed,Enseicom,,Yes,Temporarily Removed,0,313726.11,4840955.092,-79.38924018600001,43.708493632,"{u'type': u'Point', u'coordinates': (-79.3892401843, 43.7084936383)}"
2472651,129,SH-02003,71,Fawndale Cres,Warden Ave,West,Mcnicoll Ave,North,T8594,22,,A,Existing,Enseicom,,No,,0,319085.23,4852156.52,-79.32244378899999,43.809235552,"{u'type': u'Point', u'coordinates': (-79.3224437874, 43.8092355553)}"
2472652,135,SH-01743,2606,St Clair Ave W,,,Jane St,,T13308,5,,A,Existing,Enseicom,,No,,0,305488.555,4836376.916999999,-79.49146188899999,43.667337442,"{u'type': u'Point', u'coordinates': (-79.491461891, 43.6673374461)}"
2472653,139,SH-00297,6705,Sheppard Ave E,Neilson Rd,East,Sheppard Ave E,South,T1400,25,,A,Existing,Enseicom,,No,,0,327543.923,4850923.994,-79.21736102,43.797929884,"{u'type': u'Point', u'coordinates': (-79.2173610161, 43.7979298847)}"
2472654,142,SH-01268,294,Yonge St,Dundas St W,South,Yonge St,West,T2197,13,Downtown Yonge,B,Existing,Enseicom,,Yes,Existing,0,314387.999,4835147.633,-79.381130394,43.65621075,"{u'type': u'Point', u'coordinates': (-79.3811303948, 43.6562107545)}"
2472655,143,SH-00247,580,Rathburn Rd,Rathburn Rd,North,Centennial Park Rd,West,T1501,2,,A,Existing,Enseicom,,No,,0,298201.507,4834533.524,-79.581799006,43.650715479,"{u'type': u'Point', u'coordinates': (-79.5817990025, 43.6507154779)}"
2472656,144,SH-03579,7,Field Sparroway,Finch Ave E,North,Leslie St,West,T2519,17,,B,Existing,Enseicom,,Yes,Existing,0,315326.713,4850029.828,-79.369201359,43.790156011,"{u'type': u'Point', u'coordinates': (-79.3692013588, 43.7901560131)}"
2472657,145,SH-03148,66,Lunsfield Cres,Mccowan Rd,West,Sandhurst Crcl,North,T1316,23,,A,Existing,Enseicom,,Yes,Existing,0,323664.636,4851732.452,-79.265540058,43.805315897,"{u'type': u'Point', u'coordinates': (-79.2655400631, 43.8053159026)}"
2472658,155,SH-01983,43,Eglinton Ave E,Eglinton Ave E,South,Holly St,West,T3538,12,,B,Temporarily Removed,Enseicom,,Yes,Existing,0,313089.74600000004,4840777.782,-79.397139241,43.706905005,"{u'type': u'Point', u'coordinates': (-79.397139236, 43.7069050043)}"
2472659,157,SH-03619,1985,Dundas St W,Dundas St W,South,Sorauren Ave,West,T987,4,,A,Existing,Enseicom,,No,,0,309177.701,4834588.355,-79.445730844,43.651225418,"{u'type': u'Point', u'coordinates': (-79.4457308497, 43.6512254157)}"
2472660,160,SH-00036,276,St Clair Ave E,Mount Pleasant Rd,East,St Clair Ave E,North,T5844,11,,A,Existing,Enseicom,,No,,0,314207.447,4838986.133,-79.383301897,43.69076457,"{u'type': u'Point', u'coordinates': (-79.3833018958, 43.6907645737)}"
2472661,173,SH-03124,500,Rexdale Blvd,Queen's Plate Dr,East,Rexdale Blvd,North,,1,,Standard Daytech,Existing,Daytech,,No,,0,296530.428,4842191.588,-79.602632152,43.719631245,"{u'type': u'Point', u'coordinates': (-79.6026321569, 43.7196312469)}"
2472662,175,SH-02766,450,Dundas St W,Dundas St W,North,Huron St,East,T2169,10,Chinatown,B,Temporarily Removed,Enseicom,,Yes,Temporarily Removed,0,313185.29,4834835.863,-79.396046096,43.653418939,"{u'type': u'Point', u'coordinates': (-79.3960460943, 43.6534189395)}"
2472663,178,SH-03868,3565,Bathurst St,Bathurst St,East,Bannockburn Ave,South,T91,8,,A,Existing,Enseicom,,No,,0,310247.239,4843471.202,-79.43238232,43.731175441000005,"{u'type': u'Point', u'coordinates': (-79.4323823208, 43.7311754389)}"
2472664,181,SH-03808,3939,Lawrence Ave E,Lawrence Ave E,South,Orton Park Rd,West,T5299,24,,D,Existing,Enseicom,,Yes,Existing,0,328489.184,4847144.437,-79.205781277,43.763880301,"{u'type': u'Point', u'coordinates': (-79.2057812748, 43.7638803031)}"
2472665,184,SH-02711,3100,Weston Rd,Weston Rd,West,Sheppard Ave W,North,T8767,7,Emery Village,A,Existing,Enseicom,,No,,0,301700.702,4843786.683999999,-79.538474035,43.734028685,"{u'type': u'Point', u'coordinates': (-79.5384740396, 43.7340286904)}"
2472666,198,SH-03697,109,Cosburn Ave,Cosburn Ave,South,Pape Ave,West,T861,14,Pape Village,A,Existing,Enseicom,,No,,0,316969.11,4838826.274,-79.34904755699999,43.689285526000006,"{u'type': u'Point', u'coordinates': (-79.3490475536, 43.6892855324)}"
2472667,199,SH-00271,552,Midland Ave,St Clair Ave E,South,Midland Ave,West,T1569,20,,C,Existing,Enseicom,,No,,0,324816.538,4842096.656,-79.251582867,43.718552872,"{u'type': u'Point', u'coordinates': (-79.2515828659, 43.7185528723)}"
2472668,201,SH-00213,932,Queen St W,Queen St W,North,Shaw St,East,T6851,10,West Queen West,B,Existing,Enseicom,,No,,0,311570.81,4833878.509,-79.416073062,43.64481790399999,"{u'type': u'Point', u'coordinates': (-79.4160730611, 43.6448179063)}"
2472669,207,SH-01318,444,Dawes Rd,Dawes Rd,West,Gower St,North,T1897,19,,A,Existing,Enseicom,,No,,0,321158.13899999997,4840294.407,-79.29704021100001,43.70242011,"{u'type': u'Point', u'coordinates': (-79.2970402092, 43.7024201082)}"
2472670,210,SH-00699,164,Evans Ave,Evans Ave,North,Islington Ave,East,T9399,3,,A,Existing,Enseicom,,No,,0,303918.011,4830962.826,-79.510927864,43.618602986000006,"{u'type': u'Point', u'coordinates': (-79.510927861, 43.61860299)}"
2472671,213,SH-00101,17,Symington Ave,Symington Ave,East,Bloor St W,North,T4648,9,,A,Existing,Enseicom,,No,,0,309007.909,4835301.666999999,-79.447830152,43.657647163,"{u'type': u'Point', u'coordinates': (-79.4478301553, 43.6576471673)}"
2472672,219,SH-00887,20,Eglinton Ave W,Eglinton Ave W,North,Yonge St,West,T9898,8,,B,Temporarily Removed,Enseicom,,Yes,Temporarily Removed,0,312946.767,4840757.89,-79.398913649,43.706727528,"{u'type': u'Point', u'coordinates': (-79.3989136451, 43.7067275339)}"
2472673,223,SH-02571,33,Parmalea Cres,Kipling Ave,East,Gracey Blvd,South,T4316,2,,A,Existing,Enseicom,,No,,0,300477.44899999996,4838185.885,-79.553614286,43.683608293999995,"{u'type': u'Point', u'coordinates': (-79.553614286, 43.6836082945)}"
2472674,225,SH-00565,70,Carlton St,Carlton St,North,Church St,West,T752,13,,B,Temporarily Removed,Enseicom,,Yes,Temporarily Removed,0,314545.93,4835790.235,-79.37916080699999,43.661992975,"{u'type': u'Point', u'coordinates': (-79.3791608104, 43.6619929728)}"
2472675,227,SH-01899,2859,Dundas St W,,,Keele St,,T3508,4,Junction Gardens,A,Existing,Enseicom,,No,,0,307638.353,4836155.371,-79.46480547899999,43.665338131999995,"{u'type': u'Point', u'coordinates': (-79.4648054795, 43.6653381371)}"
2472676,233,SH-03203,731,College St,College St,South,Crawford St,West,T822,11,Little Italy,C,Existing,Enseicom,,No,,0,311318.07300000003,4835011.916,-79.419192154,43.655022356,"{u'type': u'Point', u'coordinates': (-79.4191921589, 43.65502236)}"
2472677,243,SH-02022,35,Widdicombe Hill,Kipling Ave,East,Widdicombe Hill,South,T4389,2,,C,Existing,Enseicom,,No,,0,300651.153,4837658.205,-79.551455713,43.67885947600001,"{u'type': u'Point', u'coordinates': (-79.5514557089, 43.678859474)}"
2472678,247,SH-01167,1284,King St W,King St W,North,Spencer Ave,East,T13890,4,,Canopy,Existing,Enseicom,,No,,0,310392.769,4833157.44,-79.430682814,43.638337085,"{u'type': u'Point', u'coordinates': (-79.4306828087, 43.6383370863)}"
2472679,250,SH-03029,4900,Dufferin St,Dufferin St,West,Dolomite Dr,North,T7649,6,DuKe Heights,A,Existing,Enseicom,,No,,0,307215.43100000004,4849003.791,-79.46999188699999,43.780991406999995,"{u'type': u'Point', u'coordinates': (-79.4699918825, 43.7809914078)}"
2472680,255,SH-03454,739,The Queensway,The Queensway,South,Uno Dr,East,T6913,3,shoptheQueensway.com,B,Existing,Enseicom,,Yes,Existing,0,304552.335,4831799.0430000005,-79.50306895199999,43.626130597,"{u'type': u'Point', u'coordinates': (-79.5030689571, 43.6261305994)}"
2472681,261,SH-00518,40,Parkcrest Dr,Kingston Rd,South,Parkcrest Dr,West,T4250,20,,C,Existing,Enseicom,,No,,0,327325.411,4843998.258,-79.220366986,43.73559753399999,"{u'type': u'Point', u'coordinates': (-79.220366991, 43.7355975345)}"
2472682,265,SH-02078,4610X,Eglinton Ave W,Eglinton Ave W,North,Kipling Ave,East,T2371,2,,A,Existing,Enseicom,,No,,0,300719.756,4837497.002,-79.55060365,43.677408815,"{u'type': u'Point', u'coordinates': (-79.5506036471, 43.677408815)}"
2472683,267,SH-03290,1151X,Albion Rd,Albion Rd,South,John Grubb Crt,West,T11719,1,Albion Islington Square,C,Existing,Enseicom,,No,,0,299313.594,4844186.844,-79.568111171,43.737616798999994,"{u'type': u'Point', u'coordinates': (-79.5681111673, 43.7376168028)}"
2472684,271,SH-03465,215,College St,College St,South,Beverley St,West,T815,11,,A,Existing,Enseicom,,No,,0,313169.713,4835405.575,-79.39623038,43.65854728,"{u'type': u'Point', u'coordinates': (-79.3962303744, 43.658547285)}"
2472685,272,SH-00867,2358,Eglinton Ave W,Eglinton Ave W,North,Blackthorn Ave,East,,5,,Standard Daytech,Existing,Daytech,,No,,0,307609.37899999996,4839128.9180000005,-79.465149257,43.692104081000004,"{u'type': u'Point', u'coordinates': (-79.4651492578, 43.6921040799)}"
2472686,274,SH-02825,123,Eglinton Ave E,Eglinton Ave E,South,Redpath Ave,West,T2304,12,,B,Existing,Enseicom,,Yes,Existing,0,313422.49,4840871.291999999,-79.393008993,43.707742916,"{u'type': u'Point', u'coordinates': (-79.3930089943, 43.7077429218)}"
2472687,277,SH-00900,1008,Military Trail,Morningside Ave,East,Military Trl,South,T2958,25,,A,Existing,Enseicom,,No,,0,329434.577,4849913.83,-79.193912571,43.788776868,"{u'type': u'Point', u'coordinates': (-79.1939125673, 43.7887768743)}"
2472688,278,SH-00198,188,Eglinton Ave E,Eglinton Ave E,North,Redpath Ave,East,T2305,12,,A,Existing,Enseicom,,No,,0,313454.099,4840901.44,-79.39261629,43.70801392,"{u'type': u'Point', u'coordinates': (-79.3926162945, 43.7080139238)}"
2472689,279,SH-02206,940,The East Mall,Eglinton Ave W,North,The East Mall,East,T2344,2,,A,Existing,Enseicom,,No,,0,299071.877,4836909.855,-79.571034579,43.672112843,"{u'type': u'Point', u'coordinates': (-79.571034581, 43.6721128453)}"
2472690,282,SH-03321,1274,Gerrard St E,Gerrard St E,North,Greenwood Ave,East,T1090,14,,A,Existing,Enseicom,,No,,0,318684.049,4836803.131,-79.327826668,43.671044598,"{u'type': u'Point', u'coordinates': (-79.3278266631, 43.6710445969)}"
2472691,286,SH-01455,1226,Islington Ave,Bloor St W,North,Clissold Rd,East,T526,3,,A,Existing,Enseicom,,No,,0,302841.62,4833856.335,-79.524274851,43.644646536,"{u'type': u'Point', u'coordinates': (-79.5242748466, 43.6446465406)}"
2472692,287,SH-03267,4979,Bathurst St,Bathurst St,East,Brenthall Ave,North,T85,18,,A,Existing,Enseicom,,No,,0,309368.50399999996,4848400.655,-79.443248312,43.775552335,"{u'type': u'Point', u'coordinates': (-79.4432483156, 43.7755523343)}"
2472693,292,SH-02644,20,Ellesmere Rd,Victoria Park Ave,East,Ellesmere Rd,North,T8456,21,,A,Existing,Enseicom,,No,,0,319685.373,4846484.069,-79.315141831,43.758165406,"{u'type': u'Point', u'coordinates': (-79.3151418327, 43.7581654043)}"
2472694,295,SH-01436,916,Markham Rd,Markham Rd,West,Pandora Crcl,North,T5578,24,,D,Existing,Enseicom,,No,,0,326596.439,4847758.806,-79.229263888,43.769468383,"{u'type': u'Point', u'coordinates': (-79.2292638819, 43.7694683811)}"
2472695,300,SH-00330,66,Patrick Blvd,Victoria Park Ave,West,Patrick Blvd,North,T7420,17,,C,Existing,Enseicom,,Yes,Existing,0,318932.784,4848670.879,-79.32443045699999,43.77786390399999,"{u'type': u'Point', u'coordinates': (-79.3244304602, 43.7778639059)}"
2472696,301,SH-02755,4037,Bloor St W,,,Bloor St W,,,3,,Standard Daytech,Existing,Daytech,,No,,0,300256.95,4832975.267,-79.556305368,43.636704423000005,"{u'type': u'Point', u'coordinates': (-79.5563053724, 43.6367044269)}"
2472697,312,SH-02950,756,Warden Ave,,,Warden Ave,,,20,,Standard Daytech,Existing,Daytech,,No,,0,322168.717,4842225.525,-79.284439497,43.719779536000004,"{u'type': u'Point', u'coordinates': (-79.2844394929, 43.7197795398)}"
2472698,317,SH-03308,100,Eglinton Sq,Eglinton Ave E,South,Pharmacy Ave,East,,20,,Standard Daytech,Temporarily Removed,Daytech,,No,,0,321130.58,4842858.804,-79.297304353,43.72550337,"{u'type': u'Point', u'coordinates': (-79.2973043537, 43.7255033763)}"
2472699,318,SH-00124,78,Dunloe Rd,Spadina Rd,East,Archer Rd,South,T4606,12,,A,Existing,Enseicom,,No,,0,311599.398,4839563.3319999995,-79.415647068,43.695988555,"{u'type': u'Point', u'coordinates': (-79.4156470668, 43.695988556)}"
2472700,323,SH-00491,175,Cummer Ave,Willowdale Ave,East,Cummer Ave,South,T8800,18,,A,Existing,Enseicom,,No,,0,312064.609,4849836.089,-79.409736873,43.788451341000005,"{u'type': u'Point', u'coordinates': (-79.4097368761, 43.7884513425)}"
2472701,327,SH-01699,3034,Bayview Ave,Bayview Ave,West,Parkview Ave,North,T9476,18,,C,Existing,Enseicom,,No,,0,313628.24100000004,4848481.742,-79.390330993,43.77624368399999,"{u'type': u'Point', u'coordinates': (-79.3903309904, 43.776243686)}"
2472702,331,SH-02346,4330,Dufferin St,Dufferin St,West,Steeprock Dr,North,T9417,6,DuKe Heights,A,Existing,Enseicom,,No,,0,307569.973,4846878.308,-79.4655982,43.761858335,"{u'type': u'Point', u'coordinates': (-79.4655981972, 43.7618583362)}"
2472703,332,SH-00876,364,Evans Ave,Kipling Ave,East,Evans Ave,North,T4307,3,,A,Existing,Enseicom,,No,,0,302807.563,4830710.1110000005,-79.524685402,43.616326048999994,"{u'type': u'Point', u'coordinates': (-79.5246854021, 43.6163260549)}"
2472704,336,SH-00944,20,Ellesmere Rd,Ellesmere Rd,North,Victoria Park Ave,East,T6372,21,,C,Existing,Enseicom,,No,,0,319697.21,4846476.038,-79.31499506,43.758092874,"{u'type': u'Point', u'coordinates': (-79.3149950551, 43.7580928783)}"
2472705,337,SH-01974,37,Grosvenor St,Bay St,East,Grosvenor St,South,T250,13,Downtown Yonge,B,Existing,Enseicom,,Yes,Existing,0,313978.84,4835829.893999999,-79.386191439,43.662357168999996,"{u'type': u'Point', u'coordinates': (-79.3861914362, 43.6623571728)}"
2472706,338,SH-00214,630X,Rogers Rd,Bicknell Ave,West,Rogers Rd,North,,5,Rogers Road,Standard Ancaster,Existing,Ancaster,,No,,0,306881.648,4838021.117,-79.474181135,43.682134821999995,"{u'type': u'Point', u'coordinates': (-79.4741811397, 43.6821348241)}"
2472707,341,SH-02169,335,Passmore Ave,Maybrook Dr,West,Passmore Ave,South,T10240,23,,D,Existing,Enseicom,,Yes,Existing,0,323957.141,4854226.886,-79.261815455,43.82776084100001,"{u'type': u'Point', u'coordinates': (-79.2618154534, 43.827760839)}"
2472708,343,SH-00377,1300,Islington Ave,Islington Ave,West,Dundas St W,South,T10300,3,,D,Existing,Enseicom,,Yes,Existing,0,302713.36600000004,4834441.919,-79.525866867,43.649917246,"{u'type': u'Point', u'coordinates': (-79.5258668641, 43.6499172475)}"
2472709,345,SH-01479,3326,Bloor St W,Bloor St W,North,Green Lanes,West,,3,,C,Existing,Enseicom,,No,,0,302695.363,4833807.751,-79.526087566,43.644208818,"{u'type': u'Point', u'coordinates': (-79.5260875669, 43.6442088188)}"
2472710,347,SH-03181,135,Rexdale Blvd,Rexdale Blvd,North,Queen's Plate Dr,East,T10614,1,,B,Existing,Enseicom,,Yes,Existing,0,297368.98699999996,4841851.994,-79.59222028399999,43.71658334399999,"{u'type': u'Point', u'coordinates': (-79.5922202792, 43.7165833496)}"
2472711,362,SH-00319,2500,Don Mills Rd,Sheppard Ave E,North,Don Mills Rd,West,T7178,17,,A,Existing,Enseicom,,No,,0,317063.311,4848360.504,-79.347661655,43.775103496999996,"{u'type': u'Point', u'coordinates': (-79.3476616594, 43.7751034957)}"
2472712,367,SH-01333,2,Greentree Crt,Trethewey Dr,West,Greentree Crt,North,T3137,5,,A,Existing,Enseicom,,No,,0,306544.533,4839228.072,-79.478358503,43.692999853,"{u'type': u'Point', u'coordinates': (-79.4783585003, 43.6929998583)}"
2472713,380,SH-02370,2,Codsell Ave,Bathurst St,West,Codsell Ave,North,T109,6,,B,Existing,Enseicom,,Yes,Existing,0,309675.72,4846540.223,-79.439448856,43.758804303999995,"{u'type': u'Point', u'coordinates': (-79.4394488592, 43.7588043079)}"
2472714,382,SH-02729,3350,Weston Rd,Weston Rd,West,Habitant Dr,North,T8729,7,Emery Village,A,Existing,Enseicom,,No,,0,301476.481,4845122.138,-79.541265732,43.746048426,"{u'type': u'Point', u'coordinates': (-79.5412657268, 43.7460484312)}"
2472715,392,SH-00537,2,Ossington Ave,Ossington Ave,West,Queen St W,North,T5979,10,West Queen West,B,Existing,Enseicom,,No,,0,311335.018,4833826.563999999,-79.418996421,43.644352438999995,"{u'type': u'Point', u'coordinates': (-79.4189964241, 43.644352439)}"
2472716,408,SH-02388,570,Eglinton Ave W,Eglinton Ave W,North,Gilgorm Rd,East,T2353,8,The Eglinton Way,B,Temporarily Removed,Enseicom,,Yes,Temporarily Removed,0,311497.091,4840331.783,-79.416906727,43.702906521,"{u'type': u'Point', u'coordinates': (-79.4169067282, 43.7029065238)}"
2472717,410,SH-02540,2A,Alcina Ave,Bathurst St,West,Alcina Ave,North,T80,12,,A,Existing,Enseicom,,No,,0,311469.856,4837811.965,-79.417275827,43.68022516600001,"{u'type': u'Point', u'coordinates': (-79.417275824, 43.6802251644)}"
2472718,418,SH-00296,20,Redgrave Dr,Martin Grove Rd,West,Redgrave Dr,North,T5637,1,,A,Existing,Enseicom,,No,,0,299364.964,4838175.185,-79.56741275899999,43.683504672,"{u'type': u'Point', u'coordinates': (-79.5674127551, 43.6835046758)}"
2472719,424,SH-02886,801,Birchmount Rd,Birchmount Rd,East,Bonniewood Rd,South,T384,20,,C,Existing,Enseicom,,No,,0,322777.224,4843094.398,-79.276858435,43.727585925,"{u'type': u'Point', u'coordinates': (-79.2768584333, 43.7275859279)}"
2472720,432,SH-02481,85,Silver Springs Blvd,Finch Ave E,North,Birchmount Rd,East,T2568,22,,C,Existing,Enseicom,,No,,0,320650.168,4851118.34,-79.30302342600001,43.799858951000004,"{u'type': u'Point', u'coordinates': (-79.3030234309, 43.7998589566)}"
2472721,435,SH-02141,7,Arleta Ave,Arleta Ave,East,Sheppard Ave W,North,T9210,7,,C,Existing,Enseicom,,No,,0,304675.661,4844667.275,-79.501543722,43.74196155,"{u'type': u'Point', u'coordinates': (-79.5015437222, 43.741961551)}"
2472722,448,SH-00197,1666,Albion Rd,Martin Grove S Albion W Ramp,West,Albion Rd,North,T5589,1,,C,Existing,Enseicom,,No,,0,297178.635,4844698.148,-79.594622898,43.742200285,"{u'type': u'Point', u'coordinates': (-79.5946229029, 43.7422002893)}"
2472723,449,SH-00050,1558,Kipling Ave,Kipling Ave,West,Clement Rd,North,T4300,2,,C,Existing,Enseicom,,No,,0,300517.962,4837966.92,-79.553110053,43.681637552,"{u'type': u'Point', u'coordinates': (-79.5531100489, 43.681637558)}"
2472724,451,SH-01038,401,College St,College St,South,Borden St,West,T816,11,,B,Existing,Enseicom,,No,,0,312434.71,4835210.4969999995,-79.405345852,43.656799233,"{u'type': u'Point', u'coordinates': (-79.405345856, 43.6567992311)}"
2472725,452,SH-01879,800,Bay St,Bay St,West,College St,North,T239,11,,B,Existing,Enseicom,,Yes,Existing,0,313989.768,4835682.051,-79.386058453,43.661026253,"{u'type': u'Point', u'coordinates': (-79.3860584568, 43.6610262548)}"
2472726,459,SH-02986,2669,Jane St,Sheppard Ave W,East,Sheppard Ave W,South,T6069,6,,D,Existing,Enseicom,,No,,0,303791.285,4844379.058999999,-79.512523091,43.739366581000006,"{u'type': u'Point', u'coordinates': (-79.5125230903, 43.7393665802)}"
2472727,462,SH-03172,2,Hunter Ave,Dufferin St,West,Hunter Ave,North,T2063,9,Fairbank Village,A,Existing,Enseicom,,No,,0,308838.55,4839406.263,-79.449899139,43.694594875,"{u'type': u'Point', u'coordinates': (-79.4498991451, 43.6945948768)}"
2472728,465,SH-03502,112,Celestine Dr,The Westway,North,Wabash Ave,,T6186,2,,C,Existing,Enseicom,,No,,0,300187.814,4838391.984,-79.557208504,43.685461708000005,"{u'type': u'Point', u'coordinates': (-79.5572085031, 43.6854617126)}"
2472729,467,SH-02586,1700,Wilson Ave,Wilson Ave,North,Jane St,West,T8879,7,,C,Existing,Enseicom,,No,,0,303923.223,4842292.897,-79.510881695,43.720588709,"{u'type': u'Point', u'coordinates': (-79.5108816937, 43.7205887129)}"
